name,art_nr,country,volume,alc_vol,price
Gustave Lorentz,Nr 22257,Frankrike,1 500 ml,"12,5 % vol.",240:-
Calera Central Coast,Nr 92394,USA,750 ml,"14,5 % vol.",269:-
Paul Jaboulet,Nr 92159,Frankrike,750 ml,13 % vol.,259:-
Chablis Premier Cru Beauroy,Nr 7125,Frankrike,750 ml,13 % vol.,299:-
Pouilly-Fuissé,Nr 2484,Frankrike,750 ml,13 % vol.,279:-
Chablis Premier Cru,Nr 6237,Frankrike,750 ml,13 % vol.,295:-
Alpamanta,Nr 92275,Argentina,750 ml,12 % vol.,249:-
Sybille Kuntz,Nr 92422,Tyskland,750 ml,12 % vol.,289:-
Vézelay Galerne,Nr 91318,Frankrike,750 ml,"13,5 % vol.",249:-
Valle Reale,Nr 90159,Italien,750 ml,13 % vol.,299:-
Kamara,Nr 91103,Grekland,750 ml,12 % vol.,249:-
Sandhi,Nr 92760,USA,750 ml,13 % vol.,289:-
Mandrarossa Urra di Mare,Nr 73918,Italien,1 500 ml,12 % vol.,259:-
Bàrbara Forés,Nr 92861,Spanien,750 ml,"12,5 % vol.",259:-
Váradi,Nr 92343,Ungern,750 ml,12 % vol.,249:-
Love you bunches orange,Nr 92512,USA,750 ml,"12,5 % vol.",249:-
Cour-Cheverny,Nr 92550,Frankrike,750 ml,13 % vol.,291:-
Tegernseerhof,Nr 91236,Österrike,750 ml,"13,5 % vol.",297:-
Red Newt Cellars,Nr 94670,USA,750 ml,"12,5 % vol.",297:-
Reyneke,Nr 93231,Sydafrika,750 ml,14 % vol.,249:-
Estate Argyros,Nr 94341,Grekland,750 ml,"14,5 % vol.",249:-
Weingut Dr. Hermann,Nr 92711,Tyskland,750 ml,"7,5 % vol.",290:-
Grawü,Nr 94275,Italien,750 ml,12 % vol.,279:-
Leutschach,Nr 92368,Österrike,750 ml,13 % vol.,259:-
Barta,Nr 91156,Ungern,750 ml,13 % vol.,289:-
Aphros,Nr 93434,Portugal,750 ml,"10,5 % vol.",256:-
Greystone,Nr 90278,Nya Zeeland,750 ml,14 % vol.,259:-
Fèlsina,Nr 92641,Italien,375 ml,14 % vol.,289:-
Pegasus Stål,Nr 39371,Sverige,750 ml,"13,5 % vol.",295:-
