name,art_nr,country,volume,alc_vol,price
Privat Atelier,Nr 53461,Spanien,750 ml,"11,5 % vol.",350:-
Sumenjak,Nr 53121,Slovenien,750 ml,13 % vol.,226:-
Domaine Berthet-Bondet,Nr 52614,Frankrike,750 ml,12 % vol.,329:-
Champagne Gremillet,Nr 50649,Frankrike,375 ml,"12,5 % vol.",239:-
Lanson,Nr 7495,Frankrike,375 ml,"12,5 % vol.",349:-
Guldkula,Nr 56523,Frankrike,750 ml,"12,5 % vol.",299:-
Alice Bardot,Nr 75382,Frankrike,750 ml,"12,5 % vol.",299:-
Chandon,Nr 51854,Argentina,750 ml,"11,5 % vol.",205:-
Hervé Dubois,Nr 77353,Frankrike,750 ml,12 % vol.,329:-
Champagne Göteborg 400 år,Nr 53400,Frankrike,750 ml,12 % vol.,369:-
Bottega Gold,Nr 78277,Italien,750 ml,11 % vol.,239:-
Cuvée Uddevalla,Nr 76026,Frankrike,750 ml,12 % vol.,382:-
Virginie Bergeronneau,Nr 55265,Frankrike,750 ml,12 % vol.,300:-
Laurent Perrier,Nr 78773,Frankrike,375 ml,12 % vol.,319:-
Clotilde Davenne,Nr 77741,Frankrike,1 500 ml,"12,5 % vol.",399:-
Prestige des Sacres,Nr 77801,Frankrike,750 ml,"12,5 % vol.",349:-
Esterlin,Nr 87421,Frankrike,750 ml,12 % vol.,375:-
Gaidoz-Forget,Nr 50416,Frankrike,750 ml,12 % vol.,399:-
Cartizze,Nr 79797,Italien,750 ml,"11,5 % vol.",329:-
Maurice Grumier Passion by Perpétuelle,Nr 79932,Frankrike,750 ml,"12,5 % vol.",350:-
Asolo,Nr 51985,Italien,750 ml,"11,5 % vol.",247:-
Palmer & Co,Nr 52825,Frankrike,375 ml,12 % vol.,279:-
Clotilde Davenne,Nr 70576,Frankrike,750 ml,"12,5 % vol.",219:-
Castelveder,Nr 77881,Italien,750 ml,"12,5 % vol.",259:-
Pere Ventura,Nr 77924,Spanien,1 500 ml,"11,5 % vol.",299:-
Ferrari,Nr 77969,Italien,1 500 ml,"12,5 % vol.",379:-
Stefan Potzinger,Nr 52988,Österrike,750 ml,"12,5 % vol.",269:-
Noppe Brut,Nr 82416,Frankrike,750 ml,12 % vol.,369:-
Pere Seda,Nr 76176,Spanien,750 ml,"12,5 % vol.",274:-
Maurice Grumier,Nr 77116,Frankrike,750 ml,"12,5 % vol.",380:-
Bergeronneau-Marion,Nr 77278,Frankrike,750 ml,12 % vol.,300:-
Hutasse,Nr 57274,Frankrike,750 ml,"12,5 % vol.",368:-
Olivé Batllori,Nr 58491,Spanien,750 ml,"11,5 % vol.",259:-
Strekov 1075,Nr 55261,Slovakien,750 ml,"12,5 % vol.",287:-
Della Vite,Nr 54594,Italien,750 ml,"11,5 % vol.",249:-
Cremant de Bourgogne,Nr 70451,Frankrike,1 500 ml,12 % vol.,289:-
Videgård,Nr 59888,Österrike,750 ml,12 % vol.,215:-
Dr. von Bassermann-Jordan,Nr 54007,Tyskland,750 ml,"12,5 % vol.",235:-
Pere Ventura,Nr 77924,Spanien,1 500 ml,"11,5 % vol.",299:-
Ferrari,Nr 77969,Italien,1 500 ml,"12,5 % vol.",379:-
Clotilde Davenne,Nr 77741,Frankrike,1 500 ml,"12,5 % vol.",399:-
Prestige des Sacres,Nr 77801,Frankrike,750 ml,"12,5 % vol.",349:-
Bellavista,Nr 73145,Italien,750 ml,"12,5 % vol.",379:-
Charles Ellner,Nr 7395,Frankrike,750 ml,12 % vol.,329:-
Pongrácz,Nr 77260,Sydafrika,1 500 ml,"12,5 % vol.",319:-
Pierre Brigandat Blanc de Noir,Nr 77575,Frankrike,750 ml,12 % vol.,329:-
André Robert,Nr 77921,Frankrike,750 ml,12 % vol.,349:-
Massussi,Nr 50462,Italien,750 ml,"12,5 % vol.",398:-
Massussi,Nr 50873,Italien,750 ml,"12,5 % vol.",376:-
Masia Segle XV,Nr 51936,Spanien,750 ml,"11,5 % vol.",379:-
Rathfinny,Nr 53109,Storbritannien,750 ml,12 % vol.,329:-
Corazón,Nr 51745,Spanien,750 ml,"11,5 % vol.",216:-
Corazón,Nr 53334,Spanien,750 ml,"11,5 % vol.",216:-
Enfant de la Montagne,Nr 53196,Frankrike,750 ml,12 % vol.,399:-
Bonvalet Èpopée,Nr 52084,Frankrike,750 ml,"12,5 % vol.",395:-
Marcalberto Blancdeblancs,Nr 53390,Italien,750 ml,"12,5 % vol.",365:-
Marcalberto Sansannée,Nr 50323,Italien,750 ml,"12,5 % vol.",280:-
Millesimato,Nr 52073,Italien,750 ml,"12,5 % vol.",365:-
Tenuta il Nespolo Amerio Luca,Nr 50493,Italien,750 ml,"12,5 % vol.",247:-
Novegiugno,Nr 51547,Italien,750 ml,12 % vol.,264:-
Quinta do Tamariz,Nr 50657,Portugal,750 ml,13 % vol.,253:-
Raposeira,Nr 54419,Portugal,750 ml,"12,5 % vol.",233:-
T.I.L.I.A Estate,Nr 53450,Slovenien,750 ml,12 % vol.,226:-
A.D Coutelas Origin',Nr 52801,Frankrike,750 ml,12 % vol.,339:-
Feuilles d’Or,Nr 53195,Frankrike,750 ml,"12,5 % vol.",325:-
Langlois,Nr 76063,Frankrike,750 ml,"12,5 % vol.",219:-
Clementina,Nr 55435,Italien,750 ml,"13,5 % vol.",355:-
Guasti,Nr 57245,Italien,750 ml,"6,5 % vol.",372:-
