name,art_nr,country,volume,alc_vol,price
Champagne Clandestin,Nr 52236,Frankrike,750 ml,12 % vol.,692:-
Jacques Copin,Nr 55990,Frankrike,750 ml,12 % vol.,799:-
Benoit Munier,Nr 59084,Frankrike,750 ml,12 % vol.,756:-
Benoit Munier,Nr 59146,Frankrike,750 ml,12 % vol.,786:-
André Clouet,Nr 74145,Frankrike,750 ml,12 % vol.,689:-
Billecart Salmon,Nr 59214,Frankrike,750 ml,12 % vol.,849:-
Raymond Verrier,Nr 59481,Frankrike,750 ml,12 % vol.,696:-
Vincent D’Astrée,Nr 59557,Frankrike,1 500 ml,12 % vol.,1 649:-
Vincent D’Astrée,Nr 59558,Frankrike,3 000 ml,12 % vol.,2 699:-
Crémant de Bourgogne,Nr 72742,Frankrike,6 000 ml,12 % vol.,2 050:-
Crémant de Bourgogne,Nr 74204,Frankrike,3 000 ml,12 % vol.,1 093:-
Soutiran,Nr 76744,Frankrike,750 ml,"12,5 % vol.",756:-
Dosnon,Nr 81754,Frankrike,750 ml,12 % vol.,799:-
Pierre Moncuit,Nr 50062,Frankrike,750 ml,12 % vol.,964:-
Claude Cazals,Nr 50401,Frankrike,750 ml,"12,5 % vol.",649:-
Champagne Pierre Moncuit,Nr 50801,Frankrike,750 ml,12 % vol.,964:-
Driant-Valentin,Nr 78390,Frankrike,750 ml,12 % vol.,650:-
Bellavista,Nr 79861,Italien,1 500 ml,"12,5 % vol.",699:-
Guy Michel,Nr 76517,Frankrike,750 ml,"12,5 % vol.",799:-
Thiénot,Nr 79176,Frankrike,750 ml,"12,5 % vol.",999:-
Extase Jean Diot,Nr 78080,Frankrike,750 ml,12 % vol.,608:-
Domaine La Borderie,Nr 77308,Frankrike,750 ml,12 % vol.,629:-
Champagne Cazals Claude,Nr 78065,Frankrike,750 ml,"12,5 % vol.",882:-
Palmes d'Or,Nr 75155,Frankrike,750 ml,12 % vol.,1 699:-
Fernand Hutasse,Nr 76992,Frankrike,750 ml,"12,5 % vol.",1 049:-
Fernand Hutasse,Nr 78012,Frankrike,750 ml,"12,5 % vol.",869:-
Alfred Gratien,Nr 77872,Frankrike,750 ml,"12,5 % vol.",829:-
Mathelin,Nr 77822,Frankrike,750 ml,12 % vol.,720:-
Mathelin,Nr 79983,Frankrike,750 ml,12 % vol.,720:-
Résurgence,Nr 72048,Frankrike,750 ml,12 % vol.,695:-
Philippe Martin,Nr 73349,Frankrike,750 ml,12 % vol.,622:-
Delavenne,Nr 76760,Frankrike,750 ml,"12,5 % vol.",687:-
Domaine La Borderie,Nr 51528,Frankrike,750 ml,12 % vol.,669:-
Delavenne,Nr 51751,Frankrike,750 ml,"12,5 % vol.",1 119:-
Delavenne,Nr 51752,Frankrike,750 ml,"12,5 % vol.",1 119:-
Régis Fliniaux,Nr 51886,Frankrike,3 fl à 750 ml,12 % vol.,1 521:-
Lafalise Froissart,Nr 52055,Frankrike,750 ml,12 % vol.,897:-
Gremillet,Nr 52104,Frankrike,750 ml,"12,5 % vol.",1 399:-
Moussé Fils,Nr 52101,Frankrike,750 ml,12 % vol.,859:-
Vve Fourny & Fils,Nr 58616,Frankrike,750 ml,12 % vol.,1 199:-
Vincent D'Astrée Eclipse Zéro Dosage,Nr 51533,Frankrike,750 ml,12 % vol.,699:-
Guy Charbaut,Nr 58680,Frankrike,750 ml,12 % vol.,799:-
Pertois-Lebrun,Nr 58723,Frankrike,750 ml,12 % vol.,849:-
Pertois-Lebrun,Nr 58727,Frankrike,750 ml,12 % vol.,799:-
Baron Dauvergne,Nr 58835,Frankrike,750 ml,12 % vol.,649:-
Baron Dauvergne,Nr 58834,Frankrike,1 500 ml,12 % vol.,899:-
Lafalise Froissart,Nr 58937,Frankrike,750 ml,"12,5 % vol.",1 130:-
Marie Copinet,Nr 58939,Frankrike,750 ml,"12,5 % vol.",619:-
Marie Copinet,Nr 58941,Frankrike,750 ml,"12,5 % vol.",619:-
Marie Copinet,Nr 58996,Frankrike,750 ml,"12,5 % vol.",619:-
Champagne Saint-Réol,Nr 59806,Frankrike,750 ml,"12,5 % vol.",1 049:-
Champagne de Castelnau,Nr 77651,Frankrike,1 500 ml,"12,5 % vol.",849:-
Lamborghini,Nr 59835,Italien,3 000 ml,12 % vol.,5 320:-
Pertois-Lebrun,Nr 59887,Frankrike,1 500 ml,12 % vol.,884:-
Lanson,Nr 7500,Frankrike,9 000 ml,"12,5 % vol.",9 299:-
Lanson,Nr 7500,Frankrike,6 000 ml,"12,5 % vol.",6 499:-
Sabatina,Nr 50482,Frankrike,750 ml,12 % vol.,999:-
Champagne Dominique Foureur,Nr 58237,Frankrike,750 ml,"12,5 % vol.",729:-
Monte Rossa,Nr 58248,Italien,750 ml,"12,5 % vol.",699:-
Champagne Gosset,Nr 58402,Frankrike,750 ml,12 % vol.,649:-
Empreinte Meunier,Nr 58434,Frankrike,750 ml,"12,5 % vol.",1 099:-
JM Tissier,Nr 57426,Frankrike,750 ml,12 % vol.,841:-
Palmer & Co,Nr 82139,Frankrike,6 000 ml,12 % vol.,6 299:-
Palmer & Co,Nr 82139,Frankrike,3 000 ml,12 % vol.,2 699:-
Michel Mailliard,Nr 57529,Frankrike,1 500 ml,12 % vol.,1 049:-
Champagne Geoffroy,Nr 57573,Frankrike,750 ml,"12,5 % vol.",979:-
Deutz,Nr 87531,Frankrike,3 000 ml,12 % vol.,3 000:-
Deutz,Nr 87531,Frankrike,6 000 ml,12 % vol.,7 100:-
Liébart-Régnier,Nr 57667,Frankrike,750 ml,"12,5 % vol.",799:-
Liébart-Régnier,Nr 57669,Frankrike,750 ml,12 % vol.,1 000:-
Michel Mailliard,Nr 57746,Frankrike,1 500 ml,12 % vol.,899:-
Michel Mailliard,Nr 57796,Frankrike,3 000 ml,12 % vol.,2 199:-
Michel Mailliard,Nr 57801,Frankrike,6 000 ml,12 % vol.,4 669:-
A. Boatas Charles,Nr 57959,Frankrike,750 ml,"12,5 % vol.",633:-
Benoit Munier,Nr 57961,Frankrike,750 ml,12 % vol.,738:-
Billecart-Salmon,Nr 90560,Frankrike,750 ml,12 % vol.,799:-
R Dumont,Nr 78447,Frankrike,750 ml,12 % vol.,685:-
Thiénot,Nr 77930,Frankrike,750 ml,"12,5 % vol.",679:-
José Michel & Fils,Nr 79411,Frankrike,1 500 ml,12 % vol.,799:-
The Per Gessle Selection,Nr 71867,Frankrike,750 ml,12 % vol.,699:-
Louis Roederer,Nr 7602,Frankrike,6 000 ml,12 % vol.,5 459:-
Driant-Valentin,Nr 78390,Frankrike,750 ml,12 % vol.,650:-
Bellavista,Nr 79861,Italien,1 500 ml,"12,5 % vol.",699:-
Guy Michel,Nr 76517,Frankrike,750 ml,"12,5 % vol.",799:-
Thiénot,Nr 79176,Frankrike,750 ml,"12,5 % vol.",999:-
Extase Jean Diot,Nr 78080,Frankrike,750 ml,12 % vol.,608:-
Domaine La Borderie,Nr 77308,Frankrike,750 ml,12 % vol.,629:-
Champagne Cazals Claude,Nr 78065,Frankrike,750 ml,"12,5 % vol.",882:-
Palmes d'Or,Nr 75155,Frankrike,750 ml,12 % vol.,1 699:-
Fernand Hutasse,Nr 76992,Frankrike,750 ml,"12,5 % vol.",1 049:-
Fernand Hutasse,Nr 78012,Frankrike,750 ml,"12,5 % vol.",869:-
Alfred Gratien,Nr 77872,Frankrike,750 ml,"12,5 % vol.",829:-
Mathelin,Nr 77822,Frankrike,750 ml,12 % vol.,720:-
Mathelin,Nr 79983,Frankrike,750 ml,12 % vol.,720:-
Résurgence,Nr 72048,Frankrike,750 ml,12 % vol.,695:-
Philippe Martin,Nr 73349,Frankrike,750 ml,12 % vol.,622:-
Delavenne,Nr 76760,Frankrike,750 ml,"12,5 % vol.",687:-
Dosnon,Nr 81754,Frankrike,750 ml,12 % vol.,799:-
Barons de Rothschild,Nr 54465,Frankrike,750 ml,12 % vol.,699:-
Michel Turgy,Nr 77990,Frankrike,1 500 ml,12 % vol.,949:-
Régis Fliniaux,Nr 72366,Frankrike,750 ml,12 % vol.,693:-
Duménil,Nr 77073,Frankrike,750 ml,12 % vol.,679:-
Guy Michel,Nr 74491,Frankrike,750 ml,12 % vol.,1 452:-
Gisèle Devavry,Nr 77821,Frankrike,750 ml,12 % vol.,688:-
Clos des Bergeronneau,Nr 77269,Frankrike,750 ml,12 % vol.,600:-
Bergeronneau-Marion,Nr 77679,Frankrike,1 500 ml,12 % vol.,749:-
Guy Charlemagne,Nr 70242,Frankrike,750 ml,12 % vol.,699:-
A. Bergère,Nr 56896,Frankrike,750 ml,12 % vol.,890:-
A. Bergère,Nr 56898,Frankrike,750 ml,12 % vol.,1 120:-
A. Bergère,Nr 56902,Frankrike,750 ml,12 % vol.,970:-
Picart-Thiout,Nr 56975,Frankrike,750 ml,12 % vol.,689:-
Bernard Tornay,Nr 57275,Frankrike,750 ml,"12,5 % vol.",799:-
Fernand Hutasse,Nr 57262,Frankrike,750 ml,"12,5 % vol.",649:-
JM Tissier,Nr 57426,Frankrike,750 ml,12 % vol.,841:-
Monte Rossa,Nr 58248,Italien,750 ml,"12,5 % vol.",699:-
Champagne Gosset,Nr 58402,Frankrike,750 ml,12 % vol.,649:-
Empreinte Meunier,Nr 58434,Frankrike,750 ml,"12,5 % vol.",1 099:-
Michel Mailliard,Nr 58501,Frankrike,750 ml,12 % vol.,935:-
Vve Fourny & Fils,Nr 58616,Frankrike,750 ml,12 % vol.,1 199:-
Vincent D'Astrée Eclipse Zéro Dosage,Nr 51533,Frankrike,750 ml,12 % vol.,699:-
Guy Charbaut,Nr 58680,Frankrike,750 ml,12 % vol.,799:-
Pertois-Lebrun,Nr 58723,Frankrike,750 ml,12 % vol.,849:-
Pertois-Lebrun,Nr 58727,Frankrike,750 ml,12 % vol.,799:-
Jean Noël Haton,Nr 54825,Frankrike,1 500 ml,"12,5 % vol.",699:-
A. Bergère,Nr 54848,Frankrike,750 ml,12 % vol.,799:-
Tribaut,Nr 54847,Frankrike,750 ml,"12,5 % vol.",799:-
A. Bergère Champagne,Nr 54842,Frankrike,750 ml,12 % vol.,709:-
A Bergère,Nr 54845,Frankrike,750 ml,12 % vol.,639:-
Rémi Leroy,Nr 54902,Frankrike,750 ml,"12,5 % vol.",729:-
Demière,Nr 54917,Frankrike,750 ml,"12,5 % vol.",964:-
Jumeau-Delozanne,Nr 54975,Frankrike,750 ml,12 % vol.,695:-
Jumeau-Delozanne,Nr 54976,Frankrike,750 ml,12 % vol.,649:-
Démiere,Nr 54982,Frankrike,750 ml,12 % vol.,795:-
Lanson,Nr 55025,Frankrike,750 ml,"12,5 % vol.",789:-
Taittinger,Nr 55047,Frankrike,12 000 ml,"12,5 % vol.",13 500:-
Jean Velut,Nr 55138,Frankrike,750 ml,"12,5 % vol.",780:-
Fernand Hutasse,Nr 55227,Frankrike,750 ml,"12,5 % vol.",608:-
Michel Mailliard,Nr 55264,Frankrike,750 ml,12 % vol.,1 018:-
Duménil,Nr 7522,Frankrike,1 500 ml,12 % vol.,995:-
Présidence,Nr 87843,Frankrike,1 500 ml,12 % vol.,1 869:-
Vignon Père & Fils,Nr 55378,Frankrike,750 ml,12 % vol.,699:-
Guerlet-Deguerne,Nr 55451,Frankrike,750 ml,"12,5 % vol.",600:-
Taittinger,Nr 55453,Frankrike,750 ml,"12,5 % vol.",749:-
Henri Maillart,Nr 55447,Frankrike,750 ml,12 % vol.,749:-
Launois,Nr 7450,Frankrike,1 500 ml,12 % vol.,829:-
Pertois-Lebrun,Nr 55675,Frankrike,750 ml,12 % vol.,749:-
Benoit Munier,Nr 55735,Frankrike,750 ml,12 % vol.,650:-
Raymond Verrier,Nr 59481,Frankrike,750 ml,12 % vol.,696:-
Vincent D’Astrée,Nr 59557,Frankrike,1 500 ml,12 % vol.,1 649:-
Vincent D’Astrée,Nr 59558,Frankrike,3 000 ml,12 % vol.,2 699:-
Lamborghini,Nr 59561,Italien,750 ml,11 % vol.,669:-
Exton Park Plot 4,Nr 59569,Storbritannien,750 ml,11 % vol.,899:-
Vincent D’Astrée,Nr 59581,Frankrike,6 000 ml,12 % vol.,4 799:-
Lamborghini,Nr 59603,Italien,1 500 ml,12 % vol.,1 258:-
Champagne Saint-Réol,Nr 59806,Frankrike,750 ml,"12,5 % vol.",1 049:-
Champagne de Castelnau,Nr 77651,Frankrike,1 500 ml,"12,5 % vol.",849:-
Lamborghini,Nr 59835,Italien,3 000 ml,12 % vol.,5 320:-
Pertois-Lebrun,Nr 59887,Frankrike,1 500 ml,12 % vol.,884:-
Lanson,Nr 7500,Frankrike,9 000 ml,"12,5 % vol.",9 299:-
Lanson,Nr 7500,Frankrike,6 000 ml,"12,5 % vol.",6 499:-
Sabatina,Nr 50482,Frankrike,750 ml,12 % vol.,999:-
Baron Dauvergne,Nr 58835,Frankrike,750 ml,12 % vol.,649:-
Baron Dauvergne,Nr 58834,Frankrike,1 500 ml,12 % vol.,899:-
Lafalise Froissart,Nr 58937,Frankrike,750 ml,"12,5 % vol.",1 130:-
Marie Copinet,Nr 58939,Frankrike,750 ml,"12,5 % vol.",619:-
Marie Copinet,Nr 58941,Frankrike,750 ml,"12,5 % vol.",619:-
Marie Copinet,Nr 58996,Frankrike,750 ml,"12,5 % vol.",619:-
Benoit Munier,Nr 59084,Frankrike,750 ml,12 % vol.,756:-
Benoit Munier,Nr 59146,Frankrike,750 ml,12 % vol.,786:-
André Clouet,Nr 74145,Frankrike,750 ml,12 % vol.,689:-
Billecart Salmon,Nr 59214,Frankrike,750 ml,12 % vol.,849:-
Palmer & Co,Nr 82139,Frankrike,6 000 ml,12 % vol.,6 299:-
Palmer & Co,Nr 82139,Frankrike,3 000 ml,12 % vol.,2 699:-
Michel Mailliard,Nr 57529,Frankrike,1 500 ml,12 % vol.,1 049:-
Champagne Geoffroy,Nr 57573,Frankrike,750 ml,"12,5 % vol.",979:-
Deutz,Nr 87531,Frankrike,3 000 ml,12 % vol.,3 000:-
Deutz,Nr 87531,Frankrike,6 000 ml,12 % vol.,7 100:-
Liébart-Régnier,Nr 57667,Frankrike,750 ml,"12,5 % vol.",799:-
Liébart-Régnier,Nr 57669,Frankrike,750 ml,12 % vol.,1 000:-
Michel Mailliard,Nr 57746,Frankrike,1 500 ml,12 % vol.,899:-
Michel Mailliard,Nr 57796,Frankrike,3 000 ml,12 % vol.,2 199:-
Michel Mailliard,Nr 57801,Frankrike,6 000 ml,12 % vol.,4 669:-
A. Boatas Charles,Nr 57959,Frankrike,750 ml,"12,5 % vol.",633:-
Benoit Munier,Nr 57961,Frankrike,750 ml,12 % vol.,738:-
Champagne Dominique Foureur,Nr 58237,Frankrike,750 ml,"12,5 % vol.",729:-
Gaidoz-Forget,Nr 56019,Frankrike,750 ml,"12,5 % vol.",699:-
Wiston Estate,Nr 56049,Storbritannien,750 ml,12 % vol.,819:-
Vinlåda XLIII,Nr 56145,Italien,3 fl à 750 ml,12 % vol.,618:-
Vinolio 4 Bulli Bubbel,Nr 56560,Italien,3 fl à 750 ml,12 % vol.,660:-
Guldkula,Nr 56525,Frankrike,1 500 ml,"12,5 % vol.",679:-
Carlini,Nr 53860,Frankrike,750 ml,12 % vol.,699:-
Comtes de Champagne,Nr 53874,Frankrike,750 ml,"12,5 % vol.",1 895:-
Pierre Moncuit,Nr 54117,Frankrike,750 ml,12 % vol.,649:-
Pierre Moncuit,Nr 54116,Frankrike,750 ml,12 % vol.,964:-
Charles Heidsieck,Nr 54185,Frankrike,750 ml,12 % vol.,699:-
Alexandre Bonnet,Nr 54230,Frankrike,750 ml,"12,5 % vol.",999:-
Alexandre Bonnet,Nr 54231,Frankrike,750 ml,"12,5 % vol.",629:-
Alexandre Bonnet,Nr 54232,Frankrike,750 ml,"12,5 % vol.",999:-
Cristian Senez,Nr 54281,Frankrike,750 ml,12 % vol.,610:-
Barons de Rothschild,Nr 54465,Frankrike,750 ml,12 % vol.,699:-
Philipponnat,Nr 85729,Frankrike,750 ml,"12,5 % vol.",819:-
Gounel-Lassalle,Nr 50806,Frankrike,750 ml,"12,5 % vol.",699:-
Gounel-Lassalle,Nr 56557,Frankrike,750 ml,"12,5 % vol.",600:-
Gounel-Lassalle,Nr 56762,Frankrike,750 ml,"12,5 % vol.",699:-
A. Bergère,Nr 54891,Frankrike,750 ml,12 % vol.,1 495:-
A. Bergère,Nr 58127,Frankrike,750 ml,12 % vol.,950:-
A. Bergère Champagne,Nr 53233,Frankrike,750 ml,12 % vol.,1 295:-
Gosset Millésime,Nr 59132,Frankrike,750 ml,12 % vol.,799:-
A&C Toullec,Nr 58790,Frankrike,750 ml,12 % vol.,634:-
Champagne 2008 No 5,Nr 57265,Frankrike,3 fl à 750 ml,12 % vol.,1 995:-
Veuve Clicquot,Nr 59254,Frankrike,750 ml,"12,5 % vol.",639:-
R. Dumont & Fils,Nr 58884,Frankrike,1 500 ml,12 % vol.,1 095:-
A & C Toullec,Nr 51148,Frankrike,750 ml,12 % vol.,990:-
Champagne Legrand-latour,Nr 53326,Frankrike,750 ml,"12,5 % vol.",649:-
Taittinger,Nr 87327,Frankrike,9 000 ml,12 % vol.,9 895:-
Moët & Chandon,Nr 87127,Frankrike,1 500 ml,"12,5 % vol.",1 399:-
Billecart-Salmon,Nr 77167,Frankrike,750 ml,12 % vol.,799:-
Henriot,Nr 81466,Frankrike,1 500 ml,12 % vol.,999:-
Palmer & Co,Nr 7553,Frankrike,1 500 ml,12 % vol.,1 149:-
De Saint Gall,Nr 77198,Frankrike,750 ml,12 % vol.,699:-
Veuve Clicquot,Nr 76531,Frankrike,750 ml,12 % vol.,629:-
Pol Roger,Nr 87359,Frankrike,3 000 ml,12 % vol.,2 699:-
Louis Bouillot,Nr 7688,Frankrike,6 000 ml,12 % vol.,2 599:-
Champagne De Castelnau,Nr 78575,Frankrike,1 500 ml,"12,5 % vol.",1 299:-
Cuvée Présidence,Nr 87843,Frankrike,750 ml,12 % vol.,899:-
Taittinger,Nr 88082,Frankrike,750 ml,12 % vol.,799:-
Pol Roger,Nr 87359,Frankrike,15 000 ml,12 % vol.,20 000:-
Pol Roger,Nr 87359,Frankrike,9 000 ml,12 % vol.,8 500:-
Pol Roger,Nr 87359,Frankrike,6 000 ml,12 % vol.,5 500:-
Nicolas Feuillatte,Nr 88943,Frankrike,750 ml,"12,5 % vol.",1 399:-
Nicolas Feuillatte,Nr 88946,Frankrike,1 500 ml,12 % vol.,899:-
Gatinois,Nr 77485,Frankrike,750 ml,12 % vol.,719:-
Philipponnat,Nr 82808,Frankrike,750 ml,"12,5 % vol.",819:-
Comte Hugues de La Bourdonnaye,Nr 77583,Frankrike,1 500 ml,12 % vol.,1 175:-
Drappier,Nr 74538,Frankrike,1 500 ml,12 % vol.,992:-
Billecart-Salmon,Nr 7758,Frankrike,750 ml,12 % vol.,799:-
Collet,Nr 77622,Frankrike,750 ml,"12,5 % vol.",619:-
Laurent Perrier,Nr 78773,Frankrike,1 500 ml,12 % vol.,1 299:-
AR Lenoble,Nr 79546,Frankrike,750 ml,"12,5 % vol.",799:-
