name,art_nr,country,volume,alc_vol,price
Bockstein Kabinett,Nr 93947,Tyskland,1 500 ml,8 % vol.,414:-
Erdener Treppchen Auslese***,Nr 94392,Tyskland,750 ml,13 % vol.,744:-
Pazo Señorans,Nr 94571,Spanien,750 ml,13 % vol.,419:-
Favola,Nr 93203,Italien,750 ml,14 % vol.,785:-
Nuits St. Georges 1er Cru,Nr 92203,Frankrike,750 ml,"13,5 % vol.",1 044:-
Schäfer-Fröhlich,Nr 90426,Tyskland,750 ml,"12,5 % vol.",589:-
Schloss Lieser,Nr 94770,Tyskland,750 ml,7 % vol.,525:-
Willi Schaefer Domprobst Riesling Beerenauslese,Nr 95080,Tyskland,750 ml,"6,5 % vol.",2 867:-
Martires,Nr 96184,Spanien,750 ml,14 % vol.,989:-
Bodegas Zarate,Nr 90097,Spanien,750 ml,13 % vol.,438:-
Bodegas Zarate,Nr 91819,Spanien,750 ml,13 % vol.,438:-
By Farr,Nr 92105,Australien,750 ml,13 % vol.,499:-
Kracher,Nr 95039,Österrike,375 ml,"8,5 % vol.",1 200:-
Chablis Premier Cru Mont de Milieu,Nr 93367,Frankrike,750 ml,13 % vol.,469:-
Royal Tokaji,Nr 94142,Ungern,375 ml,2 % vol.,6 499:-
Château Smith Haut Lafitte,Nr 90143,Frankrike,750 ml,14 % vol.,1 720:-
Ürziger Würzgarten,Nr 92171,Tyskland,750 ml,12 % vol.,759:-
Pichler-Krutzler Riesling,Nr 90267,Österrike,750 ml,13 % vol.,499:-
Chateau de Fargues,Nr 90314,Frankrike,750 ml,"13,5 % vol.",999:-
Emrich-Schönleber,Nr 92482,Tyskland,750 ml,"12,5 % vol.",599:-
Rully 1er cru,Nr 92586,Frankrike,750 ml,13 % vol.,499:-
Chablis Premier Cru Fourchaume,Nr 91109,Frankrike,750 ml,13 % vol.,499:-
Mev Kirsten,Nr 13036,Sydafrika,750 ml,"13,5 % vol.",1 030:-
Trimbach,Nr 90223,Frankrike,750 ml,14 % vol.,549:-
Weingut Christmann,Nr 94944,Tyskland,1 500 ml,"12,5 % vol.",1 250:-
Zeltinger Sonnenuhr Auslese***,Nr 94381,Tyskland,750 ml,13 % vol.,832:-
Zeltinger Sonnenuhr Auslese***,Nr 94961,Tyskland,750 ml,8 % vol.,831:-
Gaja,Nr 93619,Italien,750 ml,"13,5 % vol.",1 864:-
Bodegas Valdesil,Nr 93186,Spanien,750 ml,"13,5 % vol.",799:-
Erdener Treppchen Riesling,Nr 92840,Tyskland,375 ml,6 % vol.,2 495:-
Zilliken Rausch,Nr 92231,Tyskland,750 ml,"7,5 % vol.",899:-
Dr Loosen,Nr 92253,Tyskland,750 ml,8 % vol.,619:-
Schäfer-Fröhlich,Nr 94163,Tyskland,3 000 ml,"12,5 % vol.",2 595:-
Schäfer-Fröhlich,Nr 94716,Tyskland,1 500 ml,"12,5 % vol.",1 325:-
Schloss Lieser,Nr 94756,Tyskland,750 ml,7 % vol.,729:-
Weingut Dönnhoff,Nr 94767,Tyskland,750 ml,13 % vol.,479:-
Stromberg,Nr 93675,Tyskland,750 ml,13 % vol.,539:-
Weingut Van Volxem,Nr 90013,Tyskland,750 ml,12 % vol.,639:-
Château d'Yquem,Nr 92644,Frankrike,750 ml,"14,5 % vol.",4 399:-
Château d'Yquem,Nr 92644,Frankrike,1 500 ml,"14,5 % vol.",8 799:-
Leitz,Nr 94870,Tyskland,1 500 ml,"12,5 % vol.",819:-
Leitz,Nr 94871,Tyskland,1 500 ml,"12,5 % vol.",799:-
Meursault Santenots,Nr 94051,Frankrike,750 ml,"14,5 % vol.",949:-
Mount Eden Estate,Nr 93503,USA,750 ml,"13,5 % vol.",549:-
Sybille Kuntz,Nr 93260,Tyskland,750 ml,"13,5 % vol.",599:-
Schloss Lieser,Nr 94756,Tyskland,750 ml,7 % vol.,729:-
Weingut Dönnhoff,Nr 94767,Tyskland,750 ml,13 % vol.,479:-
Mount Eden Estate,Nr 93503,USA,750 ml,"13,5 % vol.",549:-
Sybille Kuntz,Nr 93260,Tyskland,750 ml,"13,5 % vol.",599:-
Bodegas Zarate,Nr 90097,Spanien,750 ml,13 % vol.,438:-
Bodegas Zarate,Nr 91819,Spanien,750 ml,13 % vol.,438:-
By Farr,Nr 92105,Australien,750 ml,13 % vol.,499:-
Chablis 1er Cru Vaillons,Nr 93246,Frankrike,750 ml,"12,5 % vol.",433:-
Lietz,Nr 93900,Tyskland,1 500 ml,13 % vol.,819:-
Leitz,Nr 93933,Tyskland,1 500 ml,13 % vol.,819:-
Erdener Treppchen,Nr 90051,Tyskland,375 ml,7 % vol.,2 496:-
Bockstein Kabinett,Nr 94303,Tyskland,3 000 ml,8 % vol.,985:-
Graacher Himmelreich Auslese***,Nr 94948,Tyskland,750 ml,"11,5 % vol.",744:-
Scharzhofberger Riesling,Nr 93095,Tyskland,750 ml,"12,5 % vol.",555:-
Puligny-Montrachet 1er Cru Les Perrières,Nr 93265,Frankrike,750 ml,"13,5 % vol.",1 899:-
Montrachet Grand Cru,Nr 93270,Frankrike,750 ml,"13,5 % vol.",13 999:-
Puligny-Montrachet 1er Cru Terroirs de Blagny,Nr 93275,Frankrike,750 ml,13 % vol.,2 299:-
Chassagne-Montrachet Les Encégnières,Nr 93276,Frankrike,750 ml,13 % vol.,929:-
Bourgogne Blanc,Nr 93289,Frankrike,750 ml,"12,5 % vol.",449:-
Puligny-Montrachet 1er Cru Champ-Canet,Nr 93309,Frankrike,750 ml,"13,5 % vol.",1 949:-
Puligny-Montrachet 1er Cru Les Combettes,Nr 93321,Frankrike,750 ml,13 % vol.,2 299:-
Chevalier-Montrachet Grand Cru,Nr 93322,Frankrike,750 ml,13 % vol.,9 499:-
Puligny-Montrachet,Nr 93333,Frankrike,750 ml,13 % vol.,949:-
Hautes-Côtes de Beaune Jardin du Calvaire,Nr 93335,Frankrike,750 ml,"12,5 % vol.",499:-
Chateau de Fieuzal,Nr 90566,Frankrike,750 ml,"12,5 % vol.",587:-
Criots-Batard Montrachet Grand Cru,Nr 92972,Frankrike,750 ml,"13,5 % vol.",2 950:-
Chassagne Montrachet 1er Cru Morgeots,Nr 93141,Frankrike,750 ml,"13,5 % vol.",819:-
Chassagne Montrachet 1er Cru La Maltroie,Nr 93255,Frankrike,750 ml,"13,5 % vol.",819:-
Beaune Premier Cru Clos des Mouches Blanc,Nr 93683,Frankrike,750 ml,"13,5 % vol.",1 999:-
Corton Charlemagne Grand Cru,Nr 90428,Frankrike,750 ml,14 % vol.,2 499:-
Chassagne Montrachet 1er Cru,Nr 93308,Frankrike,750 ml,"13,5 % vol.",975:-
Chassagne Montrachet Premier Cru,Nr 90690,Frankrike,750 ml,"13,5 % vol.",975:-
Chassagne Premier Cru,Nr 90091,Frankrike,750 ml,"13,5 % vol.",995:-
E. Guigal,Nr 93841,Frankrike,750 ml,"14,5 % vol.",2 195:-
Scharzhofberger Kabinett,Nr 93829,Tyskland,750 ml,"7,5 % vol.",2 179:-
Pesquera,Nr 93402,Spanien,750 ml,13 % vol.,769:-
Erdener Treppchen,Nr 90051,Tyskland,375 ml,7 % vol.,2 496:-
Bockstein Kabinett,Nr 94303,Tyskland,3 000 ml,8 % vol.,985:-
Graacher Himmelreich Auslese***,Nr 94948,Tyskland,750 ml,"11,5 % vol.",744:-
Chablis 1er Cru Vaillons,Nr 93246,Frankrike,750 ml,"12,5 % vol.",433:-
Lietz,Nr 93900,Tyskland,1 500 ml,13 % vol.,819:-
Leitz,Nr 93933,Tyskland,1 500 ml,13 % vol.,819:-
Vougeot Premier Cru Le Clos Blanc de Vougeot Monop,Nr 93860,Frankrike,750 ml,13 % vol.,1 499:-
Côte de Beaune Blanc Les Pierres Blanches,Nr 74602,Frankrike,750 ml,"13,5 % vol.",449:-
La Soufrandiere,Nr 55681,Frankrike,750 ml,11 % vol.,589:-
Fuchsmantel,Nr 51468,Tyskland,750 ml,13 % vol.,504:-
Grand Cru Schlossberg,Nr 57220,Frankrike,750 ml,14 % vol.,489:-
Eichhorn,Nr 52025,Italien,750 ml,"13,5 % vol.",419:-
Rings,Nr 52114,Tyskland,750 ml,13 % vol.,699:-
Sancerre Les Chailloux,Nr 58636,Frankrike,750 ml,14 % vol.,499:-
Weingut am Stein Luwig Knoll,Nr 59857,Tyskland,750 ml,"13,5 % vol.",491:-
Domaine Berthet-Bondet,Nr 50830,Frankrike,620 ml,"15,5 % vol.",699:-
Condrieu,Nr 58147,Frankrike,750 ml,14 % vol.,699:-
Binner,Nr 58424,Frankrike,750 ml,"14,5 % vol.",498:-
Chapoutier,Nr 57735,Frankrike,750 ml,14 % vol.,599:-
Domaine Bott-Geyl,Nr 58103,Frankrike,750 ml,13 % vol.,522:-
Weingut Bernhard Ott,Nr 58129,Österrike,750 ml,13 % vol.,522:-
Borgogno,Nr 73967,Italien,750 ml,14 % vol.,419:-
Ferraton Père & Fils,Nr 74561,Frankrike,750 ml,"13,5 % vol.",630:-
Julien Brocard,Nr 74651,Frankrike,750 ml,"13,5 % vol.",409:-
Albert Bichot Nuits-Saint-Georges,Nr 90310,Frankrike,750 ml,14 % vol.,989:-
Albert Bichot Meursault Premier Cru,Nr 92145,Frankrike,750 ml,13 % vol.,1 499:-
Wachenheimer,Nr 75085,Tyskland,1 500 ml,12 % vol.,469:-
Georges Deschamps,Nr 84330,Frankrike,750 ml,"13,5 % vol.",499:-
Weingut Am Stein,Nr 55670,Tyskland,375 ml,7 % vol.,984:-
Weingut Am Stein,Nr 55714,Tyskland,750 ml,"13,5 % vol.",541:-
Weingut Am Stein,Nr 55860,Tyskland,750 ml,13 % vol.,581:-
Weingut Am Stein,Nr 55861,Tyskland,750 ml,"12,5 % vol.",490:-
Weingut Am Stein,Nr 55864,Tyskland,750 ml,14 % vol.,600:-
Ott Am Berg,Nr 56234,Österrike,1 500 ml,12 % vol.,459:-
Landauer,Nr 75027,Österrike,750 ml,12 % vol.,414:-
M. Chapoutier,Nr 56596,Frankrike,750 ml,"13,5 % vol.",1 699:-
Domaine Saint Préfert,Nr 56880,Frankrike,750 ml,"13,5 % vol.",773:-
Bassermann-Jordan,Nr 56832,Tyskland,750 ml,"13,5 % vol.",429:-
Tannenberg,Nr 53778,Italien,750 ml,"13,5 % vol.",419:-
Marcel Deiss,Nr 72408,Frankrike,750 ml,13 % vol.,479:-
Sybille Kuntz,Nr 75556,Tyskland,750 ml,"12,5 % vol.",419:-
Julien Brocard,Nr 74832,Frankrike,750 ml,14 % vol.,519:-
Vendanges Tardives,Nr 77944,Frankrike,750 ml,"12,5 % vol.",479:-
Ossian,Nr 79504,Spanien,750 ml,14 % vol.,533:-
De l'Orée,Nr 72959,Frankrike,750 ml,"13,5 % vol.",1 799:-
Domaine Weinbach,Nr 56236,Frankrike,750 ml,"13,5 % vol.",639:-
Domaine Weinbach,Nr 58281,Frankrike,750 ml,14 % vol.,419:-
Domaine Weinbach,Nr 58557,Frankrike,750 ml,"13,5 % vol.",449:-
Remelluri Blanco,Nr 52467,Spanien,750 ml,14 % vol.,695:-
Belondrade y Lurton,Nr 75451,Spanien,750 ml,14 % vol.,576:-
Châteauneuf-du-Pape,Nr 79339,Frankrike,750 ml,14 % vol.,575:-
Joh Jos Prüm,Nr 56445,Tyskland,750 ml,"7,5 % vol.",499:-
Klein Constantia,Nr 90487,Sydafrika,500 ml,14 % vol.,749:-
Black Stallion,Nr 75362,USA,750 ml,"14,5 % vol.",549:-
Joh. Jos. Prüm,Nr 57924,Tyskland,750 ml,7 % vol.,499:-
Kelder Steen,Nr 93570,Sydafrika,750 ml,"12,5 % vol.",419:-
Esprit Savigny,Nr 59148,Frankrike,750 ml,13 % vol.,1 200:-
Meursault-Blagny Premier Cru,Nr 57400,Frankrike,750 ml,13 % vol.,1 095:-
Benoit Munier Coteaux Champenois,Nr 74643,Frankrike,500 ml,11 % vol.,443:-
Leflaive,Nr 54481,Frankrike,750 ml,"14,5 % vol.",610:-
Gaja,Nr 54665,Italien,750 ml,"12,5 % vol.",479:-
Joh Jos Prüm Graacher Himmelreich,Nr 94596,Tyskland,750 ml,8 % vol.,490:-
Georg Breuer,Nr 92122,Tyskland,750 ml,12 % vol.,579:-
Pearl Morisette,Nr 55618,Kanada,750 ml,13 % vol.,469:-
Robert Weil,Nr 51245,Tyskland,750 ml,13 % vol.,539:-
Chablis Grand Cru Les Clos,Nr 93304,Frankrike,750 ml,13 % vol.,849:-
Moulin Touchais,Nr 74305,Frankrike,750 ml,"12,5 % vol.",499:-
Klein Constantia,Nr 96022,Sydafrika,500 ml,14 % vol.,899:-
Gustave Lorentz,Nr 78033,Frankrike,750 ml,14 % vol.,889:-
Russian River Valley,Nr 77770,USA,750 ml,13 % vol.,899:-
Saint-Aubin Vieilles Vignes,Nr 5569,Frankrike,750 ml,13 % vol.,409:-
Moulin Touchais,Nr 75068,Frankrike,750 ml,"13,5 % vol.",879:-
Gut Oggau,Nr 53235,Österrike,750 ml,12 % vol.,488:-
Moulin Touchais,Nr 74598,Frankrike,750 ml,"13,5 % vol.",579:-
Virginie de Valandraud,Nr 54289,Frankrike,750 ml,14 % vol.,449:-
Timorasso,Nr 52404,Italien,750 ml,"13,5 % vol.",439:-
Joh Jos Prüm,Nr 57206,Tyskland,750 ml,"7,5 % vol.",729:-
The FMC,Nr 50296,Sydafrika,750 ml,13 % vol.,520:-
Joh Jos Prüm,Nr 53171,Tyskland,750 ml,7 % vol.,499:-
Joh Jos Prüm,Nr 53245,Tyskland,750 ml,7 % vol.,479:-
Joh Jos Prüm,Nr 54031,Tyskland,750 ml,7 % vol.,419:-
Château Mont-Redon,Nr 50067,Frankrike,750 ml,14 % vol.,899:-
Chablis Grand Cru Vaudesir,Nr 52019,Frankrike,750 ml,13 % vol.,899:-
Château d'Yquem,Nr 53147,Frankrike,375 ml,"13,5 % vol.",3 295:-
Condrieu Clos Chanson,Nr 72338,Frankrike,750 ml,"14,5 % vol.",749:-
Godelia,Nr 73674,Spanien,750 ml,14 % vol.,475:-
Long Meadow Ranch,Nr 77268,USA,750 ml,"13,5 % vol.",419:-
Chanin,Nr 71097,USA,750 ml,13 % vol.,429:-
Châteauneuf du Pape,Nr 71532,Frankrike,750 ml,"13,5 % vol.",409:-
Gaja Ca'Marcanda,Nr 80496,Italien,750 ml,14 % vol.,449:-
Gaja Alteni di Brassica,Nr 80708,Italien,750 ml,"13,5 % vol.",1 149:-
Pouilly-Fuissé,Nr 82668,Frankrike,750 ml,13 % vol.,419:-
Aurelius,Nr 82748,Slovakien,500 ml,12 % vol.,464:-
Château de Chamirey,Nr 88325,Frankrike,750 ml,"13,5 % vol.",589:-
Domaine Rolet,Nr 50050,Frankrike,620 ml,"14,5 % vol.",549:-
Burg Layer Hölle,Nr 50069,Tyskland,750 ml,"12,5 % vol.",429:-
Pittermännchen,Nr 50083,Tyskland,750 ml,"12,5 % vol.",699:-
Las Planas,Nr 50190,Spanien,750 ml,15 % vol.,489:-
Pichon,Nr 50174,Frankrike,750 ml,"14,5 % vol.",532:-
Closerie des Alisiers,Nr 50365,Frankrike,750 ml,13 % vol.,650:-
Riesling Schlossberg Grand Cru,Nr 50410,Frankrike,750 ml,13 % vol.,649:-
Les Choisilles,Nr 50432,Frankrike,750 ml,13 % vol.,439:-
Baudoin,Nr 50435,Frankrike,750 ml,"14,5 % vol.",479:-
Les Bournais,Nr 50436,Frankrike,750 ml,13 % vol.,479:-
Meursault,Nr 50736,Frankrike,750 ml,13 % vol.,819:-
Favia Carbone,Nr 50910,USA,750 ml,14 % vol.,499:-
Kunst Stückpinot,Nr 51178,Italien,1 500 ml,"13,5 % vol.",1 376:-
Pyritis,Nr 93701,Grekland,750 ml,14 % vol.,429:-
Pedro Soler Rancio,Nr 51370,Frankrike,750 ml,"16,5 % vol.",969:-
Quinta das Lamelas,Nr 74213,Portugal,750 ml,"13,5 % vol.",498:-
Michel Briday,Nr 74420,Frankrike,750 ml,"13,5 % vol.",429:-
Michel Briday,Nr 79840,Frankrike,750 ml,13 % vol.,449:-
Michel Briday Rully,Nr 76353,Frankrike,750 ml,14 % vol.,439:-
Schug,Nr 75656,USA,750 ml,14 % vol.,539:-
Racines,Nr 58360,USA,750 ml,"12,5 % vol.",839:-
Morlet,Nr 55590,USA,750 ml,"14,5 % vol.",1 659:-
Morlet,Nr 56186,USA,750 ml,"14,5 % vol.",1 579:-
Morlet,Nr 57369,USA,750 ml,14 % vol.,1 529:-
Von Winning,Nr 52392,Tyskland,750 ml,13 % vol.,449:-
Mega Spileo,Nr 50073,Grekland,750 ml,12 % vol.,449:-
Dourakis,Nr 57033,Grekland,500 ml,"10,5 % vol.",579:-
Quinta do Noval,Nr 50720,Portugal,750 ml,13 % vol.,499:-
Chivite Colección,Nr 53856,Spanien,750 ml,14 % vol.,449:-
Mai & Kenji Hodgson,Nr 51472,Frankrike,750 ml,13 % vol.,534:-
Sybille Kuntz,Nr 51908,Tyskland,750 ml,"11,5 % vol.",489:-
Jean-Claude Boisset,Nr 52161,Frankrike,750 ml,"13,5 % vol.",699:-
Pooley,Nr 52559,Australien,750 ml,"13,9 % vol.",489:-
Robert Weil,Nr 52583,Tyskland,375 ml,8 % vol.,1 829:-
Robert Weil,Nr 52582,Tyskland,375 ml,"8,5 % vol.",2 369:-
Schloss Johannisberg,Nr 52771,Tyskland,750 ml,"7,5 % vol.",2 999:-
Tapanappa Tiers Chardonnay,Nr 52810,Australien,750 ml,"13,5 % vol.",449:-
Condrieu Côte Châtillon,Nr 52943,Frankrike,750 ml,"14,5 % vol.",449:-
Mareneve,Nr 58517,Italien,750 ml,"12,5 % vol.",619:-
Gran Vino,Nr 50305,Spanien,750 ml,13 % vol.,419:-
Sandahl,Nr 50726,Ungern,750 ml,"14,5 % vol.",451:-
Baron Dauvergne,Nr 58836,Frankrike,750 ml,"12,5 % vol.",425:-
Mount Mary,Nr 59779,Australien,750 ml,"13,5 % vol.",1 100:-
The Hilt,Nr 59812,USA,750 ml,13 % vol.,849:-
Châteauneuf-du-Pape,Nr 59846,Frankrike,750 ml,"14,5 % vol.",959:-
Failla Olivet Ranch,Nr 59911,USA,750 ml,"13,5 % vol.",569:-
Failla Fort Ross Seaview,Nr 59913,USA,750 ml,"13,5 % vol.",599:-
Domaine D'Ardhuy,Nr 58169,Frankrike,750 ml,"13,5 % vol.",434:-
Pouilly-Fuissé Premier Cru,Nr 58210,Frankrike,750 ml,"13,5 % vol.",499:-
Condrieu,Nr 86406,Frankrike,750 ml,"13,5 % vol.",409:-
Domaine D'Ardhuy,Nr 58423,Frankrike,750 ml,14 % vol.,1 081:-
Ocean Eight,Nr 57319,Australien,750 ml,13 % vol.,449:-
Listrão do Porto Santo,Nr 57314,Portugal,750 ml,"13,5 % vol.",775:-
Jermann,Nr 57353,Italien,750 ml,13 % vol.,629:-
Jermann,Nr 57365,Italien,750 ml,13 % vol.,639:-
Tournant de Pouilly Ferret,Nr 57442,Frankrike,750 ml,"13,5 % vol.",599:-
Melville Estate,Nr 57558,USA,750 ml,"13,5 % vol.",539:-
Chablis,Nr 85507,Frankrike,750 ml,13 % vol.,425:-
Jean-Claude Boisset,Nr 57724,Frankrike,750 ml,"13,5 % vol.",649:-
Chapoutier,Nr 57772,Frankrike,750 ml,14 % vol.,449:-
Kesseler,Nr 57788,Tyskland,750 ml,13 % vol.,699:-
Kesseler,Nr 57791,Tyskland,750 ml,13 % vol.,699:-
M.Chapoutier,Nr 57786,Frankrike,750 ml,"14,5 % vol.",499:-
Red Newt,Nr 57945,USA,375 ml,7 % vol.,850:-
DeLoach Vineyards,Nr 57946,USA,750 ml,"14,5 % vol.",419:-
Domaine Bott-Geyl,Nr 58096,Frankrike,750 ml,13 % vol.,463:-
Domaine Bott-Geyl Pinot Gris Grand Cru Furstentum,Nr 58100,Frankrike,750 ml,13 % vol.,444:-
Condrieu Chéry,Nr 79790,Frankrike,750 ml,15 % vol.,725:-
Edouard Delaunay,Nr 76844,Frankrike,750 ml,13 % vol.,459:-
Musaiphy,Nr 79764,Georgien,750 ml,13 % vol.,606:-
Quinta das Lamelas,Nr 74213,Portugal,750 ml,"13,5 % vol.",498:-
Michel Briday,Nr 74420,Frankrike,750 ml,"13,5 % vol.",429:-
Michel Briday,Nr 79840,Frankrike,750 ml,13 % vol.,449:-
Michel Briday Rully,Nr 76353,Frankrike,750 ml,14 % vol.,439:-
Schug,Nr 75656,USA,750 ml,14 % vol.,539:-
Landauer,Nr 71784,Österrike,375 ml,12 % vol.,444:-
Chablis le Clos,Nr 78881,Frankrike,750 ml,"13,5 % vol.",759:-
Son Mayol,Nr 79754,Spanien,750 ml,"13,5 % vol.",439:-
Dive Riesling,Nr 76769,Frankrike,500 ml,11 % vol.,429:-
Pooley,Nr 77195,Australien,750 ml,"13,3 % vol.",489:-
Condrieu,Nr 86406,Frankrike,750 ml,"13,5 % vol.",409:-
Domaine D'Ardhuy,Nr 58423,Frankrike,750 ml,14 % vol.,1 081:-
Mareneve,Nr 58517,Italien,750 ml,"12,5 % vol.",619:-
Gran Vino,Nr 50305,Spanien,750 ml,13 % vol.,419:-
Sandahl,Nr 50726,Ungern,750 ml,"14,5 % vol.",451:-
Failla Haynes,Nr 54655,USA,750 ml,"13,5 % vol.",561:-
Omnibus Lector,Nr 54698,Serbien,750 ml,14 % vol.,418:-
Canada do Monte,Nr 54826,Portugal,750 ml,"13,5 % vol.",1 029:-
Chablis,Nr 54939,Frankrike,750 ml,"13,5 % vol.",599:-
Kruger-Rumpf,Nr 54963,Tyskland,750 ml,"12,5 % vol.",449:-
Mengoba,Nr 55110,Spanien,750 ml,13 % vol.,429:-
