name,art_nr,country,volume,alc_vol,price
Birgit Eichinger,Nr 52880,Österrike,750 ml,13 % vol.,399:-
Campo Eliseo,Nr 74041,Spanien,750 ml,"14,5 % vol.",389:-
Tselepos,Nr 77004,Grekland,750 ml,"13,5 % vol.",330:-
Les Brugueres,Nr 72896,Spanien,750 ml,"13,5 % vol.",305:-
Langhe Chardonnay,Nr 70667,Italien,750 ml,"13,5 % vol.",319:-
Llanos Negros,Nr 71778,Spanien,750 ml,"14,5 % vol.",365:-
Rully,Nr 78756,Frankrike,750 ml,13 % vol.,399:-
El Grifo,Nr 76963,Spanien,750 ml,"12,5 % vol.",369:-
Empire Estate,Nr 78026,USA,750 ml,"13,5 % vol.",309:-
Bouchard Finlayson,Nr 70821,Sydafrika,750 ml,"13,5 % vol.",349:-
Jackson Estate,Nr 78107,USA,750 ml,"14,5 % vol.",389:-
Granbazán,Nr 73172,Spanien,750 ml,13 % vol.,383:-
Granbazán,Nr 74086,Spanien,750 ml,13 % vol.,391:-
Chablis,Nr 77259,Frankrike,750 ml,"12,5 % vol.",349:-
Luca,Nr 70792,Montenegro,750 ml,"13,5 % vol.",300:-
Makashvili,Nr 75561,Georgien,750 ml,10 % vol.,325:-
Sauvignon Plesivo,Nr 78263,Slovenien,750 ml,"14,5 % vol.",306:-
Schug,Nr 74807,USA,750 ml,14 % vol.,329:-
Pettenthal,Nr 75072,Tyskland,750 ml,14 % vol.,349:-
Simpsons,Nr 78902,Storbritannien,750 ml,"12,5 % vol.",369:-
Tenuta Rapitalà,Nr 53080,Italien,750 ml,"13,5 % vol.",349:-
Fosso Cancelli,Nr 53362,Italien,750 ml,"12,5 % vol.",399:-
Zulime,Nr 53512,Frankrike,750 ml,12 % vol.,329:-
Nerina,Nr 53569,Italien,750 ml,12 % vol.,319:-
Pouilly-Fuissé La Verchère Vieille Vignes,Nr 72626,Frankrike,750 ml,14 % vol.,379:-
Saint Joseph,Nr 70484,Frankrike,750 ml,"13,5 % vol.",340:-
Schug Carneros,Nr 71959,USA,750 ml,14 % vol.,349:-
Bott Frères,Nr 79634,Frankrike,750 ml,"12,5 % vol.",300:-
Aristargos,Nr 78224,Sydafrika,750 ml,"12,5 % vol.",339:-
Jakot,Nr 78357,Slovenien,750 ml,13 % vol.,322:-
Ava Vi,Nr 73388,Spanien,750 ml,"13,5 % vol.",303:-
Sandahl,Nr 72215,Ungern,750 ml,"14,5 % vol.",324:-
Clos Martina,Nr 74504,Spanien,750 ml,"13,5 % vol.",369:-
Frog's Leap,Nr 72307,USA,750 ml,"13,1 % vol.",319:-
Chablis Premier Cru,Nr 73923,Frankrike,750 ml,12 % vol.,365:-
Chablis Premier Cru Les Vaucopins,Nr 78144,Frankrike,750 ml,13 % vol.,349:-
Chablis Premier Cru Les Lys,Nr 78145,Frankrike,750 ml,"12,5 % vol.",389:-
