name,art_nr,country,volume,alc_vol,price
Emile Leclère,Nr 50812,Frankrike,750 ml,12 % vol.,479:-
Bouché,Nr 51844,Frankrike,750 ml,12 % vol.,459:-
Guerlet-Deguerne,Nr 52283,Frankrike,750 ml,12 % vol.,441:-
Franck Bonville,Nr 70819,Frankrike,750 ml,"12,5 % vol.",572:-
Bonnaire,Nr 78919,Frankrike,750 ml,12 % vol.,599:-
Strängnäs,Nr 75980,Frankrike,750 ml,12 % vol.,405:-
Henriot,Nr 81466,Frankrike,750 ml,12 % vol.,469:-
Petit Clergeot,Nr 54792,Frankrike,750 ml,"12,5 % vol.",529:-
Champagne Saint-Réol,Nr 59805,Frankrike,750 ml,"12,5 % vol.",569:-
Exton Park,Nr 58791,Storbritannien,750 ml,"11,5 % vol.",499:-
Verrier & Fils Tradition Brut,Nr 59396,Frankrike,750 ml,12 % vol.,496:-
R & L Legras,Nr 77464,Frankrike,750 ml,12 % vol.,489:-
Tribaut,Nr 77650,Frankrike,750 ml,"12,5 % vol.",459:-
Duval-Leroy,Nr 7901,Frankrike,750 ml,12 % vol.,559:-
Michel Turgy,Nr 77990,Frankrike,750 ml,12 % vol.,459:-
Mathelin,Nr 77607,Frankrike,750 ml,12 % vol.,419:-
Eskilstuna,Nr 55621,Frankrike,750 ml,12 % vol.,405:-
Jadis,Nr 50653,Frankrike,750 ml,"12,5 % vol.",549:-
Duval Leroy,Nr 77955,Frankrike,750 ml,12 % vol.,499:-
Mathelin,Nr 77916,Frankrike,750 ml,12 % vol.,419:-
Comte Hugues de La Bourdonnaye,Nr 77833,Frankrike,750 ml,12 % vol.,520:-
Comte Hugues de La Bourdonnaye,Nr 77966,Frankrike,750 ml,12 % vol.,577:-
R Dumont,Nr 77501,Frankrike,750 ml,12 % vol.,529:-
AR Lenoble,Nr 77109,Frankrike,750 ml,12 % vol.,489:-
Canard Duchêne Charles VII,Nr 77620,Frankrike,750 ml,12 % vol.,542:-
Ridgeview,Nr 75710,Storbritannien,750 ml,12 % vol.,409:-
Moët & Chandon,Nr 77338,Frankrike,750 ml,12 % vol.,569:-
Regis Fliniaux,Nr 77254,Frankrike,750 ml,12 % vol.,434:-
A.D Coutelas,Nr 53323,Frankrike,750 ml,12 % vol.,599:-
A. Boatas,Nr 52590,Frankrike,750 ml,"12,5 % vol.",573:-
Forget-Brimont,Nr 53689,Frankrike,750 ml,12 % vol.,432:-
Forget-Brimont,Nr 54260,Frankrike,750 ml,12 % vol.,413:-
Forget-Brimont,Nr 54278,Frankrike,750 ml,12 % vol.,467:-
A.D Coutelas Louis Victor Solera,Nr 52250,Frankrike,750 ml,12 % vol.,429:-
Alta Langa,Nr 51565,Italien,750 ml,"12,5 % vol.",500:-
Luc Belaire,Nr 51903,Frankrike,750 ml,"12,5 % vol.",419:-
Luc Belaire,Nr 51925,Frankrike,750 ml,"12,5 % vol.",419:-
Jean Claude Vallois,Nr 52929,Frankrike,750 ml,12 % vol.,420:-
Jean Claude Vallois,Nr 53169,Frankrike,750 ml,12 % vol.,549:-
Canard Duchêne,Nr 54440,Frankrike,750 ml,12 % vol.,599:-
Jacquart Mosaïque Signature Aged 5 Years,Nr 56263,Frankrike,750 ml,"12,5 % vol.",529:-
Verrier & Fils,Nr 50051,Frankrike,750 ml,12 % vol.,549:-
Champagne Philippe Gonet,Nr 58488,Frankrike,750 ml,12 % vol.,449:-
Champagne Philippe Gonet,Nr 54392,Frankrike,750 ml,12 % vol.,499:-
Alfred Gratien,Nr 78332,Frankrike,750 ml,"12,5 % vol.",469:-
Cuvée Paul,Nr 53535,Frankrike,750 ml,12 % vol.,465:-
Cuvée Pierre,Nr 53859,Frankrike,750 ml,12 % vol.,429:-
Cuvée Louis,Nr 54666,Frankrike,750 ml,12 % vol.,465:-
Bruno Roulot,Nr 52848,Frankrike,750 ml,"12,5 % vol.",467:-
Graham Beck,Nr 54763,Sydafrika,750 ml,"12,5 % vol.",479:-
Laherte Frères,Nr 57482,Frankrike,750 ml,"12,5 % vol.",565:-
Conti Ducco,Nr 58980,Italien,750 ml,"12,5 % vol.",429:-
Conti Ducco,Nr 59014,Italien,750 ml,"12,5 % vol.",530:-
J Pérard,Nr 59141,Frankrike,750 ml,"12,5 % vol.",459:-
Leksand Champagne,Nr 59164,Frankrike,750 ml,"12,5 % vol.",426:-
Philipponnat,Nr 77363,Frankrike,750 ml,12 % vol.,509:-
Marie,Nr 59216,Frankrike,750 ml,"12,5 % vol.",478:-
Dosnon,Nr 59222,Frankrike,750 ml,12 % vol.,499:-
Benoit Munier,Nr 78537,Frankrike,750 ml,12 % vol.,518:-
Benoit Beaufort,Nr 73032,Frankrike,750 ml,"12,5 % vol.",515:-
Bertrand-Delespierre,Nr 72374,Frankrike,750 ml,12 % vol.,499:-
Salmon,Nr 72746,Frankrike,750 ml,"12,5 % vol.",569:-
Salmon,Nr 71349,Frankrike,750 ml,"12,5 % vol.",529:-
Michel Furdyna,Nr 84320,Frankrike,750 ml,12 % vol.,596:-
Guy Michel,Nr 82672,Frankrike,750 ml,12 % vol.,499:-
Beaumont des Crayères,Nr 83092,Frankrike,750 ml,12 % vol.,493:-
Beaumont des Crayères,Nr 82613,Frankrike,750 ml,12 % vol.,479:-
Dosnon,Nr 81740,Frankrike,750 ml,12 % vol.,499:-
Dosnon,Nr 83390,Frankrike,750 ml,12 % vol.,599:-
Dosnon,Nr 83128,Frankrike,750 ml,12 % vol.,459:-
Gusbourne,Nr 83671,Storbritannien,750 ml,12 % vol.,599:-
Gusbourne,Nr 50017,Storbritannien,750 ml,12 % vol.,499:-
Mathelin,Nr 81544,Frankrike,750 ml,12 % vol.,419:-
Meunier des Terres Amoureuses,Nr 50150,Frankrike,750 ml,12 % vol.,479:-
Tribaut,Nr 50098,Frankrike,750 ml,"12,5 % vol.",435:-
Herbert Beaufort,Nr 50107,Frankrike,750 ml,12 % vol.,440:-
Guy Méa,Nr 50558,Frankrike,750 ml,12 % vol.,469:-
Guy Méa,Nr 50559,Frankrike,750 ml,12 % vol.,449:-
Guy Méa,Nr 50546,Frankrike,750 ml,12 % vol.,429:-
Rochet-Bocart,Nr 50574,Frankrike,750 ml,"12,5 % vol.",479:-
Henriot,Nr 76239,Frankrike,750 ml,12 % vol.,579:-
Jean Plener fils,Nr 51191,Frankrike,750 ml,12 % vol.,477:-
Chaléroux-Ghys,Nr 76298,Frankrike,750 ml,12 % vol.,579:-
Didier Rothier,Nr 71647,Frankrike,750 ml,12 % vol.,449:-
Gaidoz-Forget,Nr 78877,Frankrike,750 ml,12 % vol.,549:-
Damoli,Nr 73960,Italien,750 ml,"12,5 % vol.",444:-
Delavenne,Nr 72702,Frankrike,750 ml,"12,5 % vol.",498:-
Pierre Mignon,Nr 76220,Frankrike,750 ml,12 % vol.,565:-
Canterbury,Nr 52240,Storbritannien,750 ml,"12,5 % vol.",409:-
Henri Maillart,Nr 52279,Frankrike,750 ml,12 % vol.,415:-
Henri Maillart,Nr 52277,Frankrike,750 ml,12 % vol.,469:-
Guerlet-Deguerne,Nr 52275,Frankrike,750 ml,12 % vol.,415:-
Piper Heidsieck,Nr 52291,Frankrike,750 ml,12 % vol.,459:-
Origines Croisées,Nr 52343,Frankrike,750 ml,12 % vol.,599:-
Piot Sévillano Provocante,Nr 52417,Frankrike,750 ml,12 % vol.,484:-
Piot Sévillano Rebelle,Nr 52413,Frankrike,750 ml,12 % vol.,484:-
Bergeronneau-Marion,Nr 52524,Frankrike,750 ml,12 % vol.,549:-
Bergeronneau-Marion,Nr 52525,Frankrike,750 ml,12 % vol.,599:-
Pertois-Moriset,Nr 94132,Frankrike,750 ml,"12,5 % vol.",459:-
Nyköping,Nr 52690,Frankrike,750 ml,12 % vol.,426:-
Ulricehamn,Nr 52691,Frankrike,750 ml,12 % vol.,426:-
Louis de Chatet,Nr 52847,Frankrike,750 ml,12 % vol.,459:-
Louis de Chatet,Nr 52845,Frankrike,750 ml,12 % vol.,488:-
Francois Secondé,Nr 52871,Frankrike,750 ml,12 % vol.,580:-
Le Gallais,Nr 52959,Frankrike,750 ml,12 % vol.,415:-
R de Ruinart,Nr 58519,Frankrike,750 ml,"12,5 % vol.",579:-
Vincent D'Astree,Nr 51601,Frankrike,750 ml,12 % vol.,459:-
Taittinger,Nr 7597,Frankrike,750 ml,"12,5 % vol.",599:-
Dakishvili Family,Nr 58683,Georgien,750 ml,12 % vol.,599:-
Champagne Douge,Nr 58688,Frankrike,750 ml,12 % vol.,519:-
Champagne Douge,Nr 58690,Frankrike,750 ml,12 % vol.,559:-
A. Margaine,Nr 58691,Frankrike,750 ml,12 % vol.,599:-
Champagne C.H. Piconnet,Nr 58694,Frankrike,750 ml,12 % vol.,549:-
Michel Rocourt,Nr 59754,Frankrike,750 ml,"12,5 % vol.",449:-
Laurent-Perrier,Nr 59827,Frankrike,750 ml,12 % vol.,599:-
Laherte Frères,Nr 59862,Frankrike,750 ml,"12,5 % vol.",517:-
Cattier,Nr 71114,Frankrike,750 ml,"12,5 % vol.",549:-
Laherte Frères,Nr 59927,Frankrike,750 ml,"12,5 % vol.",497:-
Bonnet-Leconte,Nr 59953,Frankrike,750 ml,"12,5 % vol.",419:-
Bonnet-Leconte,Nr 59956,Frankrike,750 ml,"12,5 % vol.",459:-
Philippe Fourrier,Nr 51165,Frankrike,750 ml,12 % vol.,521:-
Massussi,Nr 50480,Italien,750 ml,"12,5 % vol.",512:-
Serge Pierlot,Nr 50481,Frankrike,750 ml,"12,5 % vol.",599:-
Rochelles-Potences,Nr 58251,Frankrike,750 ml,"12,5 % vol.",549:-
Piaff,Nr 58439,Frankrike,750 ml,12 % vol.,449:-
Vincent D’Astrée,Nr 58456,Frankrike,750 ml,12 % vol.,599:-
Cà del Vént,Nr 57405,Italien,750 ml,"12,5 % vol.",571:-
Vieille France,Nr 57432,Frankrike,750 ml,12 % vol.,499:-
Rättvik,Nr 57447,Frankrike,750 ml,12 % vol.,405:-
Mathelin,Nr 57493,Frankrike,750 ml,12 % vol.,405:-
Mathelin,Nr 57490,Frankrike,750 ml,12 % vol.,426:-
Jean Plener Fils,Nr 57500,Frankrike,750 ml,12 % vol.,448:-
Michel Mailliard,Nr 57530,Frankrike,750 ml,"12,5 % vol.",489:-
Le Gallais,Nr 57532,Frankrike,750 ml,12 % vol.,579:-
Le Gallais,Nr 57549,Frankrike,750 ml,12 % vol.,579:-
Champagne Geoffroy,Nr 57577,Frankrike,750 ml,"12,5 % vol.",539:-
Champagne Geoffroy,Nr 57572,Frankrike,750 ml,"12,5 % vol.",559:-
Champagne Geoffroy,Nr 57574,Frankrike,750 ml,"12,5 % vol.",599:-
Liébart-Régnier,Nr 57665,Frankrike,750 ml,12 % vol.,418:-
Liébart-Régnier,Nr 57666,Frankrike,750 ml,12 % vol.,499:-
Liébart-Régnier,Nr 57668,Frankrike,750 ml,12 % vol.,499:-
Liébart-Régnier,Nr 57692,Frankrike,750 ml,12 % vol.,499:-
Liébart-Régnier,Nr 57689,Frankrike,750 ml,12 % vol.,418:-
Krone Kaaimansgat,Nr 57815,Sydafrika,750 ml,11 % vol.,449:-
Ayala,Nr 89419,Frankrike,750 ml,12 % vol.,519:-
Picart-Thiout,Nr 57960,Frankrike,750 ml,12 % vol.,590:-
Champagne Bauchet,Nr 57987,Frankrike,750 ml,"12,5 % vol.",409:-
Gränna,Nr 58049,Frankrike,750 ml,12 % vol.,455:-
Launois Oeil de Perdrix,Nr 78369,Frankrike,750 ml,"12,5 % vol.",429:-
Pierre Péters,Nr 79319,Frankrike,750 ml,12 % vol.,499:-
Launois,Nr 75848,Frankrike,750 ml,12 % vol.,449:-
Jumeau-Delozanne,Nr 74981,Frankrike,750 ml,12 % vol.,444:-
Jumeau-Delozanne,Nr 78176,Frankrike,750 ml,12 % vol.,492:-
Jumeau-Delozanne,Nr 78584,Frankrike,750 ml,12 % vol.,472:-
Harrow & Hope,Nr 74024,Storbritannien,750 ml,12 % vol.,499:-
Harrow & Hope,Nr 76894,Storbritannien,750 ml,12 % vol.,444:-
Bergeronneau,Nr 78670,Frankrike,750 ml,12 % vol.,429:-
Bonville,Nr 78736,Frankrike,750 ml,"12,5 % vol.",464:-
Simpsons,Nr 78769,Storbritannien,750 ml,12 % vol.,499:-
Båstad,Nr 74566,Frankrike,750 ml,"12,5 % vol.",435:-
Billecart-Salmon,Nr 77786,Frankrike,750 ml,12 % vol.,549:-
Chaléroux-Ghys,Nr 76298,Frankrike,750 ml,12 % vol.,579:-
Didier Rothier,Nr 71647,Frankrike,750 ml,12 % vol.,449:-
Gaidoz-Forget,Nr 78877,Frankrike,750 ml,12 % vol.,549:-
Damoli,Nr 73960,Italien,750 ml,"12,5 % vol.",444:-
Delavenne,Nr 72702,Frankrike,750 ml,"12,5 % vol.",498:-
Pierre Mignon,Nr 76220,Frankrike,750 ml,12 % vol.,565:-
Pierre Mignon,Nr 76387,Frankrike,750 ml,12 % vol.,482:-
Pierre Mignon,Nr 79846,Frankrike,750 ml,12 % vol.,431:-
Cuvée R,Nr 72095,Frankrike,750 ml,12 % vol.,539:-
Jean Diot,Nr 76303,Frankrike,750 ml,12 % vol.,410:-
Domaine La Borderie,Nr 75498,Frankrike,750 ml,12 % vol.,549:-
Rémi Leroy,Nr 70277,Frankrike,750 ml,"12,5 % vol.",549:-
Rémi Leroy,Nr 75795,Frankrike,750 ml,"12,5 % vol.",449:-
Bonvalet,Nr 76994,Frankrike,750 ml,"12,5 % vol.",406:-
Alfred Gratien,Nr 76210,Frankrike,750 ml,"12,5 % vol.",599:-
Bergeronneau-Marion,Nr 78153,Frankrike,750 ml,12 % vol.,479:-
Fernand Hutasse,Nr 76661,Frankrike,750 ml,"12,5 % vol.",400:-
RC Lemaire,Nr 75195,Frankrike,750 ml,12 % vol.,484:-
Benoit Beaufort,Nr 77704,Frankrike,750 ml,"12,5 % vol.",448:-
Succulent,Nr 73056,Frankrike,750 ml,12 % vol.,499:-
Bellavista la Scala,Nr 75412,Italien,750 ml,"12,5 % vol.",499:-
Piper-Heidsieck,Nr 7332,Frankrike,750 ml,12 % vol.,439:-
Piper-Heidsieck,Nr 81914,Frankrike,750 ml,12 % vol.,479:-
Cuvée Cœur de Pinots,Nr 76246,Frankrike,750 ml,12 % vol.,577:-
Michel Arnould,Nr 78407,Frankrike,750 ml,12 % vol.,548:-
Michel Arnould,Nr 73843,Frankrike,750 ml,12 % vol.,491:-
Michel Arnould,Nr 76090,Frankrike,750 ml,12 % vol.,541:-
Michel Arnould,Nr 70889,Frankrike,750 ml,12 % vol.,491:-
Michel Arnould,Nr 78743,Frankrike,750 ml,12 % vol.,458:-
Champagne de Castelnau,Nr 76191,Frankrike,750 ml,"12,5 % vol.",449:-
Guy Charlemagne,Nr 76574,Frankrike,750 ml,12 % vol.,489:-
Hebrart,Nr 72866,Frankrike,750 ml,"12,5 % vol.",519:-
Gabriel Pagin Brut Natur,Nr 71309,Frankrike,750 ml,12 % vol.,444:-
Pommery,Nr 72322,Frankrike,750 ml,"12,5 % vol.",539:-
Ayala,Nr 81438,Frankrike,750 ml,12 % vol.,559:-
Delamotte,Nr 7351,Frankrike,750 ml,12 % vol.,589:-
Maurice Grumier,Nr 77708,Frankrike,750 ml,"12,5 % vol.",400:-
Bernard Tornay,Nr 73560,Frankrike,750 ml,"12,5 % vol.",599:-
Palmer & Co,Nr 82260,Frankrike,750 ml,12 % vol.,489:-
Joseph Desruets,Nr 76309,Frankrike,750 ml,"12,5 % vol.",479:-
Jacquinot & Fils,Nr 78594,Frankrike,750 ml,12 % vol.,499:-
Jacquinot & Fils,Nr 76324,Frankrike,750 ml,12 % vol.,499:-
Duménil,Nr 76614,Frankrike,750 ml,12 % vol.,525:-
Duménil,Nr 77012,Frankrike,750 ml,12 % vol.,525:-
Bonnaire,Nr 74888,Frankrike,750 ml,12 % vol.,499:-
Leclère-Massard,Nr 71744,Frankrike,750 ml,"12,5 % vol.",449:-
Guy Michel,Nr 72659,Frankrike,750 ml,"12,5 % vol.",527:-
Bernard Tornay,Nr 70713,Frankrike,750 ml,12 % vol.,418:-
Bernard Tornay,Nr 70102,Frankrike,750 ml,12 % vol.,449:-
Conti Ducco,Nr 77103,Italien,750 ml,"12,5 % vol.",459:-
Conti Ducco,Nr 77761,Italien,750 ml,13 % vol.,429:-
Conti Ducco,Nr 77705,Italien,750 ml,"12,5 % vol.",459:-
Hambledon,Nr 71307,Storbritannien,750 ml,12 % vol.,489:-
Thiénot,Nr 71387,Frankrike,750 ml,"12,5 % vol.",599:-
Brice,Nr 56702,Frankrike,750 ml,12 % vol.,543:-
Esterlin,Nr 56733,Frankrike,750 ml,12 % vol.,425:-
A. Bergère,Nr 56809,Frankrike,750 ml,12 % vol.,590:-
Laurent Lequart,Nr 56921,Frankrike,750 ml,12 % vol.,571:-
Collet Brut,Nr 83638,Frankrike,750 ml,"12,5 % vol.",489:-
Collet Brut,Nr 83643,Frankrike,750 ml,"12,5 % vol.",449:-
Driant-Valentin,Nr 57075,Frankrike,750 ml,12 % vol.,511:-
JM Tissier,Nr 57062,Frankrike,750 ml,12 % vol.,588:-
Champagne de Castelnau,Nr 73175,Frankrike,750 ml,"12,5 % vol.",599:-
Cà del Vént,Nr 57405,Italien,750 ml,"12,5 % vol.",571:-
Vieille France,Nr 57432,Frankrike,750 ml,12 % vol.,499:-
Rochelles-Potences,Nr 58251,Frankrike,750 ml,"12,5 % vol.",549:-
Piaff,Nr 58439,Frankrike,750 ml,12 % vol.,449:-
Vincent D’Astrée,Nr 58456,Frankrike,750 ml,12 % vol.,599:-
R de Ruinart,Nr 58519,Frankrike,750 ml,"12,5 % vol.",579:-
Vincent D'Astree,Nr 51601,Frankrike,750 ml,12 % vol.,459:-
Taittinger,Nr 7597,Frankrike,750 ml,"12,5 % vol.",599:-
Dakishvili Family,Nr 58683,Georgien,750 ml,12 % vol.,599:-
Champagne Douge,Nr 58688,Frankrike,750 ml,12 % vol.,519:-
Champagne Douge,Nr 58690,Frankrike,750 ml,12 % vol.,559:-
A. Margaine,Nr 58691,Frankrike,750 ml,12 % vol.,599:-
Champagne C.H. Piconnet,Nr 58694,Frankrike,750 ml,12 % vol.,549:-
Beaumont des Crayéres,Nr 54637,Frankrike,750 ml,12 % vol.,444:-
Guerlet-Deguerne,Nr 55473,Frankrike,750 ml,12 % vol.,441:-
Norrköping Champagne,Nr 55546,Frankrike,750 ml,"12,5 % vol.",426:-
Piot Sévillano,Nr 55791,Frankrike,750 ml,12 % vol.,505:-
Västerås Sélection,Nr 55853,Frankrike,750 ml,"12,5 % vol.",419:-
Guy Charbaut,Nr 55970,Frankrike,750 ml,12 % vol.,444:-
Söderskumpa,Nr 55956,Frankrike,750 ml,"12,5 % vol.",426:-
Esterlin,Nr 55958,Frankrike,750 ml,12 % vol.,565:-
Gaidoz-Forget,Nr 56005,Frankrike,750 ml,"12,5 % vol.",429:-
Edouard Julien,Nr 56068,Frankrike,750 ml,"12,5 % vol.",469:-
Serge Pierlot,Nr 56171,Frankrike,750 ml,"12,5 % vol.",459:-
Falkenberg,Nr 56247,Frankrike,750 ml,12 % vol.,541:-
Arnaud Baudette,Nr 56252,Frankrike,750 ml,12 % vol.,589:-
Alain Mercier,Nr 56369,Frankrike,750 ml,12 % vol.,479:-
BLCK,Nr 56370,Frankrike,750 ml,12 % vol.,415:-
Guerlet-Deguerne,Nr 56459,Frankrike,750 ml,12 % vol.,441:-
Meunier des Terres Amoureuses,Nr 50150,Frankrike,750 ml,12 % vol.,479:-
Tribaut,Nr 50098,Frankrike,750 ml,"12,5 % vol.",435:-
Herbert Beaufort,Nr 50107,Frankrike,750 ml,12 % vol.,440:-
Guy Méa,Nr 50558,Frankrike,750 ml,12 % vol.,469:-
Guy Méa,Nr 50559,Frankrike,750 ml,12 % vol.,449:-
Guy Méa,Nr 50546,Frankrike,750 ml,12 % vol.,429:-
Rochet-Bocart,Nr 50574,Frankrike,750 ml,"12,5 % vol.",479:-
Henriot,Nr 76239,Frankrike,750 ml,12 % vol.,579:-
Jean Plener fils,Nr 51191,Frankrike,750 ml,12 % vol.,477:-
Brice,Nr 56702,Frankrike,750 ml,12 % vol.,543:-
Esterlin,Nr 56733,Frankrike,750 ml,12 % vol.,425:-
A. Bergère,Nr 56809,Frankrike,750 ml,12 % vol.,590:-
Laurent Lequart,Nr 56921,Frankrike,750 ml,12 % vol.,571:-
Collet Brut,Nr 83638,Frankrike,750 ml,"12,5 % vol.",489:-
Collet Brut,Nr 83643,Frankrike,750 ml,"12,5 % vol.",449:-
Driant-Valentin,Nr 57075,Frankrike,750 ml,12 % vol.,511:-
JM Tissier,Nr 57062,Frankrike,750 ml,12 % vol.,588:-
Champagne de Castelnau,Nr 73175,Frankrike,750 ml,"12,5 % vol.",599:-
Östermalm Champagne,Nr 53426,Frankrike,750 ml,12 % vol.,448:-
Brocard Pierre,Nr 53446,Frankrike,750 ml,12 % vol.,549:-
Pierre Brocard,Nr 53489,Frankrike,750 ml,12 % vol.,445:-
Démiere,Nr 53659,Frankrike,750 ml,"12,5 % vol.",517:-
La Fiòca,Nr 53719,Italien,750 ml,13 % vol.,479:-
Wiston,Nr 54199,Storbritannien,750 ml,12 % vol.,599:-
Alexandre Bonnet,Nr 54234,Frankrike,750 ml,"12,5 % vol.",489:-
Wiston Estate,Nr 54254,Storbritannien,750 ml,12 % vol.,599:-
Pascal Redon,Nr 53062,Frankrike,750 ml,12 % vol.,459:-
Joly,Nr 53088,Frankrike,750 ml,12 % vol.,435:-
Serge Pierlot,Nr 53136,Frankrike,750 ml,12 % vol.,489:-
Thiénot,Nr 71387,Frankrike,750 ml,"12,5 % vol.",599:-
Joseph Desruets,Nr 76309,Frankrike,750 ml,"12,5 % vol.",479:-
Jacquinot & Fils,Nr 78594,Frankrike,750 ml,12 % vol.,499:-
Jacquinot & Fils,Nr 76324,Frankrike,750 ml,12 % vol.,499:-
Duménil,Nr 76614,Frankrike,750 ml,12 % vol.,525:-
Duménil,Nr 77012,Frankrike,750 ml,12 % vol.,525:-
Bonnaire,Nr 74888,Frankrike,750 ml,12 % vol.,499:-
Leclère-Massard,Nr 71744,Frankrike,750 ml,"12,5 % vol.",449:-
Guy Michel,Nr 72659,Frankrike,750 ml,"12,5 % vol.",527:-
Bernard Tornay,Nr 70713,Frankrike,750 ml,12 % vol.,418:-
Bernard Tornay,Nr 70102,Frankrike,750 ml,12 % vol.,449:-
Conti Ducco,Nr 77103,Italien,750 ml,"12,5 % vol.",459:-
Conti Ducco,Nr 77761,Italien,750 ml,13 % vol.,429:-
Conti Ducco,Nr 77705,Italien,750 ml,"12,5 % vol.",459:-
Hambledon,Nr 71307,Storbritannien,750 ml,12 % vol.,489:-
Bellavista la Scala,Nr 75412,Italien,750 ml,"12,5 % vol.",499:-
Piper-Heidsieck,Nr 7332,Frankrike,750 ml,12 % vol.,439:-
Piper-Heidsieck,Nr 81914,Frankrike,750 ml,12 % vol.,479:-
