idx,ID,Name,Country,Volume,Alcohol,Price
171,Nr 73663,Enzo Bartoli,Italien,750 ml,"13,5 %",171:-
172,Nr 75501,Brancaia,Italien,750 ml,"13,5 %",147:-
173,Nr 12343,Amarone A,Italien,375 ml,15 %,116:-
174,Nr 75208,Pazzione Organic Red,Italien,750 ml,13 %,101:-
175,Nr 2013,Ricossa,Italien,750 ml,13 %,121:-
176,Nr 2700,Chianti,Italien,750 ml,13 %,101:-
177,Nr 2740,Amarone della Valpolicella,Italien,750 ml,15 %,197:-
178,Nr 3300,Passitivo,Italien,750 ml,14 %,101:-
179,Nr 72178,Villa Belvedere,Italien,750 ml,15 %,221:-
180,Nr 75184,Villa Righetti,Italien,750 ml,15 %,231:-
181,Nr 2458,Teodosio,Italien,750 ml,14 %,121:-
182,Nr 12363,Ca' Montini,Italien,375 ml,15 %,160:-
183,Nr 23071,Barbera d'Alba,Italien,750 ml,"14,5 %",221:-
184,Nr 74128,Bollo,Italien,750 ml,"13,5 %",101:-
185,Nr 50276,Armatura,Italien,750 ml,14 %,241:-
186,Nr 2443,Borgogno Barolo,Italien,750 ml,14 %,651:-
187,Nr 6010,Allegrini,Italien,750 ml,"13,5 %",131:-
188,Nr 22013,Barbaresco,Italien,750 ml,"13,5 %",251:-
189,Nr 23072,Casalforte,Italien,750 ml,"13,5 %",81:-
190,Nr 76308,1909 Righetti,Italien,750 ml,14 %,131:-
191,Nr 76777,Ti Amo,Italien,750 ml,"13,5 %",131:-
192,Nr 75193,Poggio Le Volpi,Italien,750 ml,14 %,121:-
193,Nr 92324,Dogliani,Italien,750 ml,13 %,181:-
194,Nr 78143,Ricossa,Italien,750 ml,14 %,191:-
195,Nr 12379,Casalforte,Italien,750 ml,15 %,191:-
196,Nr 70635,Amarone della Valpolicella,Italien,750 ml,15 %,221:-
197,Nr 94956,Rosso dei Dardi,Italien,750 ml,13 %,191:-
198,Nr 78282,Brocca,Italien,750 ml,"13,5 %",131:-
199,Nr 2041,Villa Mottura,Italien,750 ml,13 %,87:-
200,Nr 2077,Copertino,Italien,375 ml,13 %,50:-
201,Nr 79137,Casteloro,Italien,750 ml,13 %,61:-
202,Nr 2393,Musella,Italien,750 ml,13 %,141:-
203,Nr 2309,Istine,Italien,750 ml,14 %,161:-
204,Nr 94957,Macchiona,Italien,750 ml,"14,5 %",371:-
205,Nr 74960,Livio Pavese,Italien,750 ml,"13,5 %",121:-
206,Nr 12357,Brunello di Montalcino,Italien,375 ml,"14,5 %",160:-
207,Nr 32145,Zenato Amarone,Italien,750 ml,"16,5 %",402:-
208,Nr 91269,Podere Le Caggiole,Italien,750 ml,"14,5 %",281:-
209,Nr 76308,Villa Righetti,Italien,375 ml,14 %,79:-
210,Nr 22817,Cafaggio,Italien,750 ml,"13,5 %",157:-
211,Nr 2717,Gratena Chianti,Italien,750 ml,14 %,131:-
212,Nr 7306,Langhe,Italien,750 ml,"14,5 %",191:-
213,Nr 2330,Barolo Serralunga,Italien,750 ml,"14,5 %",351:-
214,Nr 75015,Antiche Terre Venete,Italien,750 ml,"12,5 %",109:-
215,Nr 2547,Il Seggio,Italien,750 ml,"14,5 %",201:-
216,Nr 2468,Barolo Cascina Rocca,Italien,750 ml,"14,5 %",250:-
