idx,ID,Name,Country,Volume,Alcohol,Price
0,Nr 74539,Kalesh,Nordmakedonien,750 ml,"13,5 %",111:-
0,Nr 55166,Vranec Special Selection,Nordmakedonien,750 ml,14 %,140:-
0,Nr 79621,Popova Kula,Nordmakedonien,750 ml,13 %,117:-
0,Nr 74005,Vranec,Nordmakedonien,750 ml,"14,5 %",157:-
0,Nr 78568,Sankt Johannes,Nordmakedonien,750 ml,"13,5 %",161:-
0,Nr 78789,Chateau Kamnik,Nordmakedonien,750 ml,14 %,226:-
0,Nr 55182,Barovo,Nordmakedonien,750 ml,15 %,350:-
0,Nr 72512,Kamnik,Nordmakedonien,750 ml,"13,5 %",161:-
