snapdate,name,art_nr,country,volume,alc_vol,price,type
2023-09-08,Krug,87135,France,375.0,12,1229,Mousserande
2023-09-08,Armand de Brignac,77931,France,750.0,12.5,2699,Mousserande
2023-09-08,Sugrue,56054,United Kingdom,750.0,12,749,Mousserande
2023-09-08,Gramona,92979,Spain,750.0,12,681,Mousserande
2023-09-08,Millesime,92303,France,750.0,12.5,899,Mousserande
2023-09-08,Larmandier-Bernier,94488,France,750.0,12.5,701,Mousserande
2023-09-08,Gusbourne Brut Reserve,92210,United Kingdom,750.0,12,864,Mousserande
2023-09-08,Palmer & Co,7867,France,1500.0,12,1249,Mousserande
2023-09-08,Louis Roederer,91806,France,750.0,12.5,2659,Mousserande
2023-09-08,Fleur de Miraval Rosé,95393,France,750.0,12.5,3290,Mousserande
2023-09-08,Mas del Serral,94844,Spain,750.0,12.5,1201,Mousserande
2023-09-08,Louis Roederer,91321,France,750.0,12.5,899,Mousserande
2023-09-08,Bollinger,90354,France,750.0,12.5,1899,Mousserande
2023-09-08,Veuve Clicquot,92710,France,750.0,12,699,Mousserande
2023-09-08,Tribaut Authentique,92788,France,750.0,12.5,859,Mousserande
2023-09-08,Bollinger,90058,France,1500.0,12,3999,Mousserande
2023-09-08,Sugrue Rosé,92349,United Kingdom,750.0,12,699,Mousserande
2023-09-08,Turó d'en Mota,93400,Spain,750.0,11.5,1081,Mousserande
2023-09-08,Comtes de Champagne,93149,France,750.0,12.5,1997,Mousserande
2023-09-08,Egly-Ouriet,91154,France,750.0,12.5,765,Mousserande
2023-09-08,Flädie Vingård och Vinproduktion,37490,Sweden,1500.0,12.5,646,Mousserande
2023-09-08,Nyetimber 1086,92672,United Kingdom,750.0,12,1999,Mousserande
2023-09-08,Charles Heidsieck,92118,France,750.0,12,640,Mousserande
2023-09-08,Laurent-Perrier,90468,France,750.0,12,1801,Mousserande
2023-09-08,Laurent-Perrier,90569,France,1500.0,12,3902,Mousserande
2023-09-08,Henriot,92431,France,750.0,12,995,Mousserande
2023-09-08,Bollinger,91201,France,750.0,12.5,12999,Mousserande
2023-09-08,Bollinger,92478,France,750.0,12.5,9999,Mousserande
2023-09-08,Amazone de Palmer,7947,France,750.0,12,1299,Mousserande
2023-09-08,Duval-Leroy,7913,France,750.0,12,639,Mousserande
2023-09-08,Lanson,79208,France,750.0,12.5,669,Mousserande
2023-09-08,Fleury,53509,France,750.0,12,670,Mousserande
2023-09-08,Lelarge-Pugeot,75339,France,750.0,12,655,Mousserande
2023-09-08,Vincent Couche,79834,France,750.0,12,700,Mousserande
2023-09-08,Cremant,58284,France,750.0,12.5,640,Mousserande
2023-09-08,Agusti Torello Mata,51033,Spain,750.0,11.5,795,Mousserande
2023-09-08,Pol Roger,88285,France,750.0,12.5,869,Mousserande
2023-09-08,Lamborghini,53145,Italy,750.0,12,981,Mousserande
2023-09-08,Lamborghini,50359,Italy,750.0,12,981,Mousserande
2023-09-08,Ca’ del Bosco,94890,Italy,750.0,13,1199,Mousserande
2023-09-08,Lamborghini,50808,Italy,750.0,11,669,Mousserande
2023-09-08,Philipponnat,74776,France,1500.0,12,999,Mousserande
2023-09-08,Veuve Clicquot,74996,France,1500.0,12,1209,Mousserande
2023-09-08,Lanson,74155,France,750.0,12.5,869,Mousserande
2023-09-08,Thiénot,59263,France,750.0,12,1499,Mousserande
2023-09-08,Lamborghini,59602,Italy,750.0,12,993,Mousserande
2023-09-08,Perseval-Farge,56151,France,750.0,12,849,Mousserande
2023-09-08,Ruinart,58522,France,750.0,12.5,849,Mousserande
2023-09-08,Le Mesnil,59896,France,750.0,12.5,892,Mousserande
2023-09-08,Osby Champagne,55907,France,750.0,12.5,706,Mousserande
2023-09-08,Henriot,51130,France,750.0,12,1895,Mousserande
2023-09-08,Barons de Rothschild,54431,France,750.0,12,899,Mousserande
2023-09-08,Guy Michel,76679,France,750.0,12.8,1258,Mousserande
2023-09-08,Delamotte,7351,France,1500.0,12,1230,Mousserande
2023-09-08,Henriot,81422,France,750.0,12,649,Mousserande
2023-09-08,Pierre Peters,7350,France,1500.0,12,979,Mousserande
2023-09-08,Marc Hebrart,77437,France,750.0,12.5,899,Mousserande
2023-09-08,Lanson,7495,France,750.0,12.5,639,Mousserande
2023-09-08,Piper-Heidsieck,77332,France,1500.0,12,899,Mousserande
2023-09-08,Louis Bouillot,7688,France,3000.0,12,1249,Mousserande
2023-09-08,Clos du Moulin,77399,France,750.0,12.5,919,Mousserande
2023-09-08,Taittinger Brut,87327,France,1500.0,12,1149,Mousserande
2023-09-08,Taittinger,7898,France,750.0,12,699,Mousserande
2023-09-08,Louis Roederer,77498,France,1500.0,12.5,1289,Mousserande
2023-09-08,Michel Turgy,77694,France,750.0,12,619,Mousserande
2023-09-08,Alfred Gratien,78616,France,750.0,12.5,839,Mousserande
2023-09-08,Palmer,72076,France,1500.0,12,849,Mousserande
2023-09-08,Perrier Jouët,56155,France,750.0,12,746,Mousserande
2023-09-08,Lamborghini,50333,Italy,750.0,12,669,Mousserande
2023-09-08,Lamborghini,53352,Italy,750.0,12,668,Mousserande
2023-09-08,Pertois-Lebrun,50348,France,750.0,12,1050,Mousserande
2023-09-08,Pertois-Lebrun,53107,France,750.0,12,649,Mousserande
2023-09-08,Guerlet-Deguerne,53389,France,750.0,12.5,600,Mousserande
2023-09-08,Holo,52154,France,1500.0,12,899,Mousserande
2023-09-08,Ca' del Bosco,53364,Italy,750.0,12.5,899,Mousserande
2023-09-08,Champagne Forget-Brimont,53069,France,750.0,12,834,Mousserande
2023-09-08,Gosset,52381,France,750.0,12,2589,Mousserande
2023-09-08,Deutz,52783,France,750.0,12,749,Mousserande
2023-09-08,Ca' del Bosco,53146,Italy,750.0,13,1299,Mousserande
2023-09-08,Les Meuniers de Chamery,50638,France,750.0,12.5,600,Mousserande
2023-09-08,Luc Belaire,51721,France,1500.0,12.5,999,Mousserande
2023-09-08,Luc Belaire,51782,France,1500.0,12.5,999,Mousserande
2023-09-08,Liberty,51627,France,750.0,12.5,1499,Mousserande
2023-09-08,Chapuy,52909,France,750.0,12.5,679,Mousserande
2023-09-08,Lanson,7500,France,1500.0,12.5,1089,Mousserande
2023-09-08,Canard Duchêne,53526,France,750.0,12,899,Mousserande
2023-09-08,BelColle,51351,Italy,1500.0,13,989,Mousserande
2023-09-08,Gemin,53831,Italy,750.0,11.5,676,Mousserande
2023-09-08,Cuvée Marie,52903,France,750.0,12,672,Mousserande
2023-09-08,Philippe Gonet,55151,France,750.0,12,625,Mousserande
2023-09-08,Champagne Clandestin,52236,France,750.0,12,692,Mousserande
2023-09-08,Jacques Copin,55990,France,750.0,12,799,Mousserande
2023-09-08,Benoit Munier,59084,France,750.0,12,756,Mousserande
2023-09-08,Benoit Munier,59146,France,750.0,12,786,Mousserande
2023-09-08,André Clouet,74145,France,750.0,12,689,Mousserande
2023-09-08,Billecart Salmon,59214,France,750.0,12,849,Mousserande
2023-09-08,Raymond Verrier,59481,France,750.0,12,696,Mousserande
2023-09-08,Vincent D’Astrée,59557,France,1500.0,12,1649,Mousserande
2023-09-08,Vincent D’Astrée,59558,France,3000.0,12,2699,Mousserande
2023-09-08,Crémant de Bourgogne,72742,France,6000.0,12,2050,Mousserande
2023-09-08,Crémant de Bourgogne,74204,France,3000.0,12,1093,Mousserande
2023-09-08,Soutiran,76744,France,750.0,12.5,756,Mousserande
2023-09-08,Dosnon,81754,France,750.0,12,799,Mousserande
2023-09-08,Pierre Moncuit,50062,France,750.0,12,964,Mousserande
2023-09-08,Claude Cazals,50401,France,750.0,12.5,649,Mousserande
2023-09-08,Champagne Pierre Moncuit,50801,France,750.0,12,964,Mousserande
2023-09-08,Driant-Valentin,78390,France,750.0,12,650,Mousserande
2023-09-08,Bellavista,79861,Italy,1500.0,12.5,699,Mousserande
2023-09-08,Guy Michel,76517,France,750.0,12.5,799,Mousserande
2023-09-08,Thiénot,79176,France,750.0,12.5,999,Mousserande
2023-09-08,Extase Jean Diot,78080,France,750.0,12,608,Mousserande
2023-09-08,Domaine La Borderie,77308,France,750.0,12,629,Mousserande
2023-09-08,Champagne Cazals Claude,78065,France,750.0,12.5,882,Mousserande
2023-09-08,Palmes d'Or,75155,France,750.0,12,1699,Mousserande
2023-09-08,Fernand Hutasse,76992,France,750.0,12.5,1049,Mousserande
2023-09-08,Fernand Hutasse,78012,France,750.0,12.5,869,Mousserande
2023-09-08,Alfred Gratien,77872,France,750.0,12.5,829,Mousserande
2023-09-08,Mathelin,77822,France,750.0,12,720,Mousserande
2023-09-08,Mathelin,79983,France,750.0,12,720,Mousserande
2023-09-08,Résurgence,72048,France,750.0,12,695,Mousserande
2023-09-08,Philippe Martin,73349,France,750.0,12,622,Mousserande
2023-09-08,Delavenne,76760,France,750.0,12.5,687,Mousserande
2023-09-08,Domaine La Borderie,51528,France,750.0,12,669,Mousserande
2023-09-08,Delavenne,51751,France,750.0,12.5,1119,Mousserande
2023-09-08,Delavenne,51752,France,750.0,12.5,1119,Mousserande
2023-09-08,Régis Fliniaux,51886,France,,12,1521,Mousserande
2023-09-08,Lafalise Froissart,52055,France,750.0,12,897,Mousserande
2023-09-08,Gremillet,52104,France,750.0,12.5,1399,Mousserande
2023-09-08,Moussé Fils,52101,France,750.0,12,859,Mousserande
2023-09-08,Vve Fourny & Fils,58616,France,750.0,12,1199,Mousserande
2023-09-08,Vincent D'Astrée Eclipse Zéro Dosage,51533,France,750.0,12,699,Mousserande
2023-09-08,Guy Charbaut,58680,France,750.0,12,799,Mousserande
2023-09-08,Pertois-Lebrun,58723,France,750.0,12,849,Mousserande
2023-09-08,Pertois-Lebrun,58727,France,750.0,12,799,Mousserande
2023-09-08,Baron Dauvergne,58835,France,750.0,12,649,Mousserande
2023-09-08,Baron Dauvergne,58834,France,1500.0,12,899,Mousserande
2023-09-08,Lafalise Froissart,58937,France,750.0,12.5,1130,Mousserande
2023-09-08,Marie Copinet,58939,France,750.0,12.5,619,Mousserande
2023-09-08,Marie Copinet,58941,France,750.0,12.5,619,Mousserande
2023-09-08,Marie Copinet,58996,France,750.0,12.5,619,Mousserande
2023-09-08,Champagne Saint-Réol,59806,France,750.0,12.5,1049,Mousserande
2023-09-08,Champagne de Castelnau,77651,France,1500.0,12.5,849,Mousserande
2023-09-08,Lamborghini,59835,Italy,3000.0,12,5320,Mousserande
2023-09-08,Pertois-Lebrun,59887,France,1500.0,12,884,Mousserande
2023-09-08,Lanson,7500,France,9000.0,12.5,9299,Mousserande
2023-09-08,Lanson,7500,France,6000.0,12.5,6499,Mousserande
2023-09-08,Sabatina,50482,France,750.0,12,999,Mousserande
2023-09-08,Champagne Dominique Foureur,58237,France,750.0,12.5,729,Mousserande
2023-09-08,Monte Rossa,58248,Italy,750.0,12.5,699,Mousserande
2023-09-08,Champagne Gosset,58402,France,750.0,12,649,Mousserande
2023-09-08,Empreinte Meunier,58434,France,750.0,12.5,1099,Mousserande
2023-09-08,JM Tissier,57426,France,750.0,12,841,Mousserande
2023-09-08,Palmer & Co,82139,France,6000.0,12,6299,Mousserande
2023-09-08,Palmer & Co,82139,France,3000.0,12,2699,Mousserande
2023-09-08,Michel Mailliard,57529,France,1500.0,12,1049,Mousserande
2023-09-08,Champagne Geoffroy,57573,France,750.0,12.5,979,Mousserande
2023-09-08,Deutz,87531,France,3000.0,12,3000,Mousserande
2023-09-08,Deutz,87531,France,6000.0,12,7100,Mousserande
2023-09-08,Liébart-Régnier,57667,France,750.0,12.5,799,Mousserande
2023-09-08,Liébart-Régnier,57669,France,750.0,12,1000,Mousserande
2023-09-08,Michel Mailliard,57746,France,1500.0,12,899,Mousserande
2023-09-08,Michel Mailliard,57796,France,3000.0,12,2199,Mousserande
2023-09-08,Michel Mailliard,57801,France,6000.0,12,4669,Mousserande
2023-09-08,A. Boatas Charles,57959,France,750.0,12.5,633,Mousserande
2023-09-08,Benoit Munier,57961,France,750.0,12,738,Mousserande
2023-09-08,Billecart-Salmon,90560,France,750.0,12,799,Mousserande
2023-09-08,R Dumont,78447,France,750.0,12,685,Mousserande
2023-09-08,Thiénot,77930,France,750.0,12.5,679,Mousserande
2023-09-08,José Michel & Fils,79411,France,1500.0,12,799,Mousserande
2023-09-08,The Per Gessle Selection,71867,France,750.0,12,699,Mousserande
2023-09-08,Louis Roederer,7602,France,6000.0,12,5459,Mousserande
2023-09-08,Barons de Rothschild,54465,France,750.0,12,699,Mousserande
2023-09-08,Michel Turgy,77990,France,1500.0,12,949,Mousserande
2023-09-08,Régis Fliniaux,72366,France,750.0,12,693,Mousserande
2023-09-08,Duménil,77073,France,750.0,12,679,Mousserande
2023-09-08,Guy Michel,74491,France,750.0,12,1452,Mousserande
2023-09-08,Gisèle Devavry,77821,France,750.0,12,688,Mousserande
2023-09-08,Clos des Bergeronneau,77269,France,750.0,12,600,Mousserande
2023-09-08,Bergeronneau-Marion,77679,France,1500.0,12,749,Mousserande
2023-09-08,Guy Charlemagne,70242,France,750.0,12,699,Mousserande
2023-09-08,A. Bergère,56896,France,750.0,12,890,Mousserande
2023-09-08,A. Bergère,56898,France,750.0,12,1120,Mousserande
2023-09-08,A. Bergère,56902,France,750.0,12,970,Mousserande
2023-09-08,Picart-Thiout,56975,France,750.0,12,689,Mousserande
2023-09-08,Bernard Tornay,57275,France,750.0,12.5,799,Mousserande
2023-09-08,Fernand Hutasse,57262,France,750.0,12.5,649,Mousserande
2023-09-08,Michel Mailliard,58501,France,750.0,12,935,Mousserande
2023-09-08,Jean Noël Haton,54825,France,1500.0,12.5,699,Mousserande
2023-09-08,A. Bergère,54848,France,750.0,12,799,Mousserande
2023-09-08,Tribaut,54847,France,750.0,12.5,799,Mousserande
2023-09-08,A. Bergère Champagne,54842,France,750.0,12,709,Mousserande
2023-09-08,A Bergère,54845,France,750.0,12,639,Mousserande
2023-09-08,Rémi Leroy,54902,France,750.0,12.5,729,Mousserande
2023-09-08,Demière,54917,France,750.0,12.5,964,Mousserande
2023-09-08,Jumeau-Delozanne,54975,France,750.0,12,695,Mousserande
2023-09-08,Jumeau-Delozanne,54976,France,750.0,12,649,Mousserande
2023-09-08,Démiere,54982,France,750.0,12,795,Mousserande
2023-09-08,Lanson,55025,France,750.0,12.5,789,Mousserande
2023-09-08,Taittinger,55047,France,12000.0,12.5,13500,Mousserande
2023-09-08,Jean Velut,55138,France,750.0,12.5,780,Mousserande
2023-09-08,Fernand Hutasse,55227,France,750.0,12.5,608,Mousserande
2023-09-08,Michel Mailliard,55264,France,750.0,12,1018,Mousserande
2023-09-08,Duménil,7522,France,1500.0,12,995,Mousserande
2023-09-08,Présidence,87843,France,1500.0,12,1869,Mousserande
2023-09-08,Vignon Père & Fils,55378,France,750.0,12,699,Mousserande
2023-09-08,Guerlet-Deguerne,55451,France,750.0,12.5,600,Mousserande
2023-09-08,Taittinger,55453,France,750.0,12.5,749,Mousserande
2023-09-08,Henri Maillart,55447,France,750.0,12,749,Mousserande
2023-09-08,Launois,7450,France,1500.0,12,829,Mousserande
2023-09-08,Pertois-Lebrun,55675,France,750.0,12,749,Mousserande
2023-09-08,Benoit Munier,55735,France,750.0,12,650,Mousserande
2023-09-08,Lamborghini,59561,Italy,750.0,11,669,Mousserande
2023-09-08,Exton Park Plot 4,59569,United Kingdom,750.0,11,899,Mousserande
2023-09-08,Vincent D’Astrée,59581,France,6000.0,12,4799,Mousserande
2023-09-08,Lamborghini,59603,Italy,1500.0,12,1258,Mousserande
2023-09-08,Gaidoz-Forget,56019,France,750.0,12.5,699,Mousserande
2023-09-08,Wiston Estate,56049,United Kingdom,750.0,12,819,Mousserande
2023-09-08,Vinlåda XLIII,56145,Italy,,12,618,Mousserande
2023-09-08,Vinolio 4 Bulli Bubbel,56560,Italy,,12,660,Mousserande
2023-09-08,Guldkula,56525,France,1500.0,12.5,679,Mousserande
2023-09-08,Carlini,53860,France,750.0,12,699,Mousserande
2023-09-08,Comtes de Champagne,53874,France,750.0,12.5,1895,Mousserande
2023-09-08,Pierre Moncuit,54117,France,750.0,12,649,Mousserande
2023-09-08,Pierre Moncuit,54116,France,750.0,12,964,Mousserande
2023-09-08,Charles Heidsieck,54185,France,750.0,12,699,Mousserande
2023-09-08,Alexandre Bonnet,54230,France,750.0,12.5,999,Mousserande
2023-09-08,Alexandre Bonnet,54231,France,750.0,12.5,629,Mousserande
2023-09-08,Alexandre Bonnet,54232,France,750.0,12.5,999,Mousserande
2023-09-08,Cristian Senez,54281,France,750.0,12,610,Mousserande
2023-09-08,Philipponnat,85729,France,750.0,12.5,819,Mousserande
2023-09-08,Gounel-Lassalle,50806,France,750.0,12.5,699,Mousserande
2023-09-08,Gounel-Lassalle,56557,France,750.0,12.5,600,Mousserande
2023-09-08,Gounel-Lassalle,56762,France,750.0,12.5,699,Mousserande
2023-09-08,A. Bergère,54891,France,750.0,12,1495,Mousserande
2023-09-08,A. Bergère,58127,France,750.0,12,950,Mousserande
2023-09-08,A. Bergère Champagne,53233,France,750.0,12,1295,Mousserande
2023-09-08,Gosset Millésime,59132,France,750.0,12,799,Mousserande
2023-09-08,A&C Toullec,58790,France,750.0,12,634,Mousserande
2023-09-08,Champagne 2008 No 5,57265,France,,12,1995,Mousserande
2023-09-08,Veuve Clicquot,59254,France,750.0,12.5,639,Mousserande
2023-09-08,R. Dumont & Fils,58884,France,1500.0,12,1095,Mousserande
2023-09-08,A & C Toullec,51148,France,750.0,12,990,Mousserande
2023-09-08,Champagne Legrand-latour,53326,France,750.0,12.5,649,Mousserande
2023-09-08,Taittinger,87327,France,9000.0,12,9895,Mousserande
2023-09-08,Moët & Chandon,87127,France,1500.0,12.5,1399,Mousserande
2023-09-08,Billecart-Salmon,77167,France,750.0,12,799,Mousserande
2023-09-08,Henriot,81466,France,1500.0,12,999,Mousserande
2023-09-08,Palmer & Co,7553,France,1500.0,12,1149,Mousserande
2023-09-08,De Saint Gall,77198,France,750.0,12,699,Mousserande
2023-09-08,Veuve Clicquot,76531,France,750.0,12,629,Mousserande
2023-09-08,Pol Roger,87359,France,3000.0,12,2699,Mousserande
2023-09-08,Louis Bouillot,7688,France,6000.0,12,2599,Mousserande
2023-09-08,Champagne De Castelnau,78575,France,1500.0,12.5,1299,Mousserande
2023-09-08,Cuvée Présidence,87843,France,750.0,12,899,Mousserande
2023-09-08,Taittinger,88082,France,750.0,12,799,Mousserande
2023-09-08,Pol Roger,87359,France,15000.0,12,20000,Mousserande
2023-09-08,Pol Roger,87359,France,9000.0,12,8500,Mousserande
2023-09-08,Pol Roger,87359,France,6000.0,12,5500,Mousserande
2023-09-08,Nicolas Feuillatte,88943,France,750.0,12.5,1399,Mousserande
2023-09-08,Nicolas Feuillatte,88946,France,1500.0,12,899,Mousserande
2023-09-08,Gatinois,77485,France,750.0,12,719,Mousserande
2023-09-08,Philipponnat,82808,France,750.0,12.5,819,Mousserande
2023-09-08,Comte Hugues de La Bourdonnaye,77583,France,1500.0,12,1175,Mousserande
2023-09-08,Drappier,74538,France,1500.0,12,992,Mousserande
2023-09-08,Billecart-Salmon,7758,France,750.0,12,799,Mousserande
2023-09-08,Collet,77622,France,750.0,12.5,619,Mousserande
2023-09-08,Laurent Perrier,78773,France,1500.0,12,1299,Mousserande
2023-09-08,AR Lenoble,79546,France,750.0,12.5,799,Mousserande
2023-09-08,Taittinger,7422,France,3000.0,12.5,2750,Mousserande
2023-09-08,Benoit Beaufort,70474,France,1500.0,12,1175,Mousserande
2023-09-08,Joseph Perrier,77825,France,750.0,12,649,Mousserande
2023-09-08,Charles Mignon,7719,France,1500.0,12,699,Mousserande
2023-09-08,Hatt et Söner Les Matines,7593,France,750.0,12,630,Mousserande
2023-09-08,Hatt et Söner Dignitas,7594,France,750.0,12,998,Mousserande
2023-09-08,Joseph Perrier,77380,France,1500.0,12,949,Mousserande
2023-09-08,Armand de Brignac,77932,France,750.0,12.5,3739,Mousserande
2023-09-08,Armand de Brignac,77932,France,1500.0,12.5,6791,Mousserande
2023-09-08,Michel Turgy,79750,France,750.0,12,789,Mousserande
2023-09-08,Lamborghini,56846,Italy,1500.0,12,1258,Mousserande
2023-09-08,Champagne Tornay,54886,France,750.0,12.5,679,Mousserande
2023-09-08,Perseval-Farge,53198,France,750.0,12,869,Mousserande
2023-09-08,Vincent D’Astrée,56517,France,1500.0,12,1050,Mousserande
2023-09-08,Vincent D’Astrée,55497,France,750.0,12,639,Mousserande
2023-09-08,Michel Fagot,58028,France,750.0,12,779,Mousserande
2023-09-08,Vincent D’Astrée,51602,France,750.0,12,639,Mousserande
2023-09-08,Lamborghini,54069,Italy,750.0,12,664,Mousserande
2023-09-08,Benoit Munier,50898,France,750.0,12.5,854,Mousserande
2023-09-08,Spring Village,4637,France,187.0,12,31,Rosé
2023-09-08,Black Tower,6508,European Union,750.0,8.5,76,Rosé
2023-09-08,Ecologica La Pluma,2197,Spain,750.0,12.5,93,Rosé
2023-09-08,Mateus,2571,Portugal,375.0,11,49,Rosé
2023-09-08,Puy Chéri,2209,France,750.0,12.5,89,Rosé
2023-09-08,Domaine de Collavery,2859,France,750.0,13,105,Rosé
2023-09-08,M de Minuty,2590,France,750.0,13,169,Rosé
2023-09-08,Perfect day,71770,France,750.0,12.5,99,Rosé
2023-09-08,GW :s Rosa,70578,France,750.0,12,109,Rosé
2023-09-08,Barefoot,2215,United States,750.0,8,89,Rosé
2023-09-08,M de Minuty,2590,France,375.0,13,95,Rosé
2023-09-08,Mulderbosch,6077,South Africa,750.0,12.5,99,Rosé
2023-09-08,Les Fumées Blanches,22138,France,750.0,12,99,Rosé
2023-09-08,Mateus,2571,Portugal,750.0,11,79,Rosé
2023-09-08,Kolkmann,20060,Austria,750.0,11.5,99,Rosé
2023-09-08,Cuvée Madame,2203,France,750.0,13,139,Rosé
2023-09-08,Côté Mas,2282,France,750.0,12.5,95,Rosé
2023-09-08,Pierre Chavin,74125,France,750.0,13,129,Rosé
2023-09-08,Via del Campo,2900,Spain,750.0,12.5,79,Rosé
2023-09-08,Leva,2660,Bulgaria,750.0,12.5,79,Rosé
2023-09-08,Tommasi,72433,Italy,750.0,12.5,109,Rosé
2023-09-08,Santa Julia,2134,Argentina,750.0,13.5,99,Rosé
2023-09-08,Spring Village,79451,France,750.0,12,79,Rosé
2023-09-08,Enzo Bartoli,77940,Italy,750.0,12,139,Rosé
2023-09-08,Santa Julia,2134,Argentina,375.0,13.5,59,Rosé
2023-09-08,Côtes-du-Rhône,72949,France,750.0,12.5,89,Rosé
2023-09-08,Minuty,79353,France,750.0,12.5,189,Rosé
2023-09-08,Pink Hill,2082,Portugal,750.0,9.5,79,Rosé
2023-09-08,Les Lauzeraies,2724,France,750.0,14,145,Rosé
2023-09-08,Pink Pet,6395,Spain,750.0,12.5,79,Rosé
2023-09-08,Adobe,6357,Chile,750.0,12.5,89,Rosé
2023-09-08,Mulderbosch,71747,South Africa,1500.0,12.5,209,Rosé
2023-09-08,La Galope,2258,France,750.0,9.5,89,Rosé
2023-09-08,Ed Knows,3144,Moldova,750.0,13,89,Rosé
2023-09-08,Golden Year,50268,France,750.0,12.5,109,Rosé
2023-09-08,Les Remparts des Ceps Dorés,2239,France,375.0,13.5,72,Rosé
2023-09-08,Berne Inspiration,2607,France,750.0,12.5,169,Rosé
2023-09-08,Spring Village,4637,France,1500.0,12,149,Rosé
2023-09-08,SAAM,2580,South Africa,750.0,13.5,119,Rosé
2023-09-08,Pazzione Rosé,86582,Spain,750.0,11.5,89,Rosé
2023-09-08,Grande Cuvée,77653,France,1000.0,12.5,99,Rosé
2023-09-08,Marlborough Estate,6026,New Zealand,750.0,9.5,109,Rosé
2023-09-08,Meinklang Prosa,74015,Austria,750.0,10.5,129,Rosé
2023-09-08,Santa Ana Organic,6921,Argentina,750.0,12.5,95,Rosé
2023-09-08,Petite Cuvée Madame,78359,France,750.0,12.5,109,Rosé
2023-09-08,Colle Reale,2242,Italy,750.0,12,99,Rosé
2023-09-08,EGO Vinum Espumoso Ancestral,90594,Spain,750.0,12.5,179,Rosé
2023-09-08,Terrapura,2479,Chile,750.0,12.5,59,Rosé
2023-09-08,Bouchard Aîné & Fils,77476,France,750.0,12.5,95,Rosé
2023-09-08,Hoof & Lur,92791,Greece,750.0,12.5,175,Rosé
2023-09-08,Craven,90688,South Africa,750.0,12,189,Rosé
2023-09-08,AUS,93417,Spain,750.0,10.5,169,Rosé
2023-09-08,Fuchs und Hase,90631,Austria,750.0,11.5,199,Rosé
2023-09-08,Alpamanta,92280,Argentina,750.0,11.5,249,Rosé
2023-09-08,Piattelli,95028,Argentina,750.0,14,159,Rosé
2023-09-08,Arc-en-Ciel,50569,France,1000.0,12.5,89,Rosé
2023-09-08,Château Vignelaure,90666,France,750.0,13,179,Rosé
2023-09-08,Vino Volta,94214,Australia,750.0,13,249,Rosé
2023-09-08,Bonterra,92141,United States,750.0,13,159,Rosé
2023-09-08,Mehrlein,6031,Germany,750.0,11,99,Rosé
2023-09-08,Garage Wine Co.,92418,Chile,750.0,13,199,Rosé
2023-09-08,Brancaia Rosé,95006,Italy,750.0,13,159,Rosé
2023-09-08,Le Due Arbie,2416,Italy,375.0,12.5,65,Rosé
2023-09-08,Apostrophe,92254,France,750.0,13.5,199,Rosé
2023-09-08,Sperino,90364,Italy,750.0,13,199,Rosé
2023-09-08,Monteraponi,92432,Italy,750.0,13,189,Rosé
2023-09-08,Ohh,70435,France,187.0,12.5,29,Rosé
2023-09-08,Whispering Angel,90601,France,750.0,13,219,Rosé
2023-09-08,DeAetna Rosato,95020,Italy,750.0,13,169,Rosé
2023-09-08,Fuxli Siller,90547,Hungary,750.0,13,99,Rosé
2023-09-08,Ziereisen,90462,Germany,750.0,12.5,139,Rosé
2023-09-08,Dominio del Aguila,94299,Spain,750.0,14,315,Rosé
2023-09-08,Herencia Altes,90106,Spain,750.0,13,149,Rosé
2023-09-08,Umathum,93700,Austria,750.0,13.5,165,Rosé
2023-09-08,Gérard Bertrand,90164,France,750.0,14.5,489,Rosé
2023-09-08,Bründlmayer,96081,Austria,750.0,11.5,139,Rosé
2023-09-08,Condé,92853,Italy,750.0,12.5,139,Rosé
2023-09-08,Rosé de Diel,93002,Germany,750.0,12.5,179,Rosé
2023-09-08,Susucaru,90657,Italy,750.0,11.5,259,Rosé
2023-09-08,GB Spätburgunder Rosé,95719,Germany,750.0,11.5,149,Rosé
2023-09-08,Alpamanta Breva,92027,Argentina,750.0,12,229,Rosé
2023-09-08,Sophie le Rosé,90239,South Africa,750.0,13,149,Rosé
2023-09-08,Chivite,92545,Spain,750.0,13.5,129,Rosé
2023-09-08,Kutjevo,90269,Croatia,750.0,12,119,Rosé
2023-09-08,La Spinetta,90076,Italy,750.0,12.5,159,Rosé
2023-09-08,"Cerasuolo d'Abruzzo Superiore ""Le Cince""",93601,Italy,750.0,12.5,247,Rosé
2023-09-08,Fistful of Love,39300,European Union,750.0,10.5,210,Rosé
2023-09-08,Miraval,99111,France,750.0,13,195,Rosé
2023-09-08,Longridge,94545,South Africa,750.0,13.5,169,Rosé
2023-09-08,Långmyre Vineri,37491,Sweden,750.0,11.5,178,Rosé
2023-09-08,Raúl Pérez,92901,Spain,750.0,13.5,169,Rosé
2023-09-08,By.Ott,90306,France,750.0,13,189,Rosé
2023-09-08,Alpamanta Breva,90476,Argentina,750.0,13,229,Rosé
2023-09-08,Château Sainte Marguerite,93704,France,750.0,12.5,169,Rosé
2023-09-08,Ripa,94164,Spain,750.0,13.5,299,Rosé
2023-09-08,Château Sainte-Croix,93909,France,750.0,13,149,Rosé
2023-09-08,Le Puy,90626,France,750.0,13,469,Rosé
2023-09-08,Clos Cibonne,92519,France,750.0,13.5,349,Rosé
2023-09-08,Viore Rosado,93015,Spain,750.0,14,99,Rosé
2023-09-08,Klagshamn,39289,Sweden,500.0,12,159,Rosé
