id,name,country,volume,alcohol_volume,price,type
Nr 55494,Chateau la Rouvière,France,750.0,14.5,400,Rött
Nr 56076,Orenga de Gaffory,France,750.0,13.5,200,Rött
Nr 56150,La Fage,France,750.0,13.5,201,Rött
Nr 56638,Domaine Andre-Berthet-Rayne,France,750.0,14.5,131,Rött
Nr 56738,Paul Durdilly et Fils,France,750.0,13.5,150,Rött
Nr 57051,Morgon Vagabond,France,750.0,12.5,290,Rött
Nr 57053,Sandrine Henriot,France,750.0,12.5,290,Rött
Nr 57537,Domaine Fontavin,France,750.0,14.5,291,Rött
Nr 57538,Chateauneuf-du-Pape,France,750.0,15,451,Rött
Nr 57894,Cante Renard,France,750.0,13,239,Rött
Nr 57949,Château Pech-Latt,France,750.0,14,231,Rött
Nr 2262,La Bastide Blanche,France,1500.0,14.5,382,Rött
Nr 58281,Garance,France,750.0,13.5,326,Rött
Nr 58412,Haut-Coustias,France,750.0,15,319,Rött
Nr 53848,Rottiers,France,750.0,14,189,Rött
Nr 54121,Montirius,France,750.0,14,240,Rött
Nr 54343,Domaine Duseigneur,France,750.0,15.5,422,Rött
Nr 54478,Domaine de Montille,France,750.0,12.5,701,Rött
Nr 54477,Domaine de Montille,France,750.0,13,371,Rött
Nr 54603,La Bouveau,France,750.0,14.5,160,Rött
Nr 54803,Cuvée Long Terme,France,750.0,14.5,161,Rött
Nr 52508,Les Peyrouses,France,750.0,14,217,Rött
Nr 53229,Chinon Silènes,France,750.0,14,177,Rött
Nr 53341,Gigondas,France,750.0,15,349,Rött
Nr 76395,Saint-Joseph Les Granilites,France,750.0,13,331,Rött
Nr 59435,Lissner,France,750.0,12.5,300,Rött
Nr 59577,Domaine Francois Chapuis,France,750.0,12.5,211,Rött
Nr 70911,Terrasses,France,1500.0,14,332,Rött
Nr 50609,Trapadis,France,750.0,13.5,158,Rött
Nr 51007,Domaine de Cristia,France,750.0,15,638,Rött
Nr 79711,Bourgogne Rouge,France,750.0,12.5,321,Rött
Nr 79787,Château Maucoil,France,750.0,15,301,Rött
Nr 76923,Galets Rouge,France,750.0,14,137,Rött
Nr 74200,Château des Annereaux,France,750.0,14.5,300,Rött
Nr 75075,Un Jour sur Terre,France,750.0,15,281,Rött
Nr 79104,Maison Robert Olivier,France,750.0,13,51,Rött
Nr 50991,Domaine de Cristia,France,750.0,15,843,Rött
Nr 79260,Le Versant,France,750.0,12.5,131,Rött
Nr 74759,Cochon Volant,France,750.0,14,121,Rött
Nr 72525,Caraguilhes,France,750.0,14,161,Rött
Nr 70911,Terrasses Rouge,France,750.0,14,161,Rött
Nr 56830,La Roche Buissière,France,750.0,14,246,Rött
Nr 57527,Chateauneuf-du-Pape,France,750.0,15,591,Rött
Nr 57771,Fabien Duveau,France,750.0,13,241,Rött
Nr 57869,Bila-Haut V.I.T.,France,750.0,14.5,531,Rött
Nr 74489,Domaine Saint-Rémy,France,750.0,13.5,197,Rött
Nr 79495,Domaine La Monardiere,France,750.0,14.5,262,Rött
Nr 70557,De fil en Aiguile,France,750.0,13,136,Rött
Nr 72587,Ricardelle de Lautrec,France,750.0,13,293,Rött
Nr 58209,Gevrey-Chambertin Premier Cru Clos Prieur,France,750.0,14,1501,Rött
Nr 51488,Churelurez,France,750.0,12,171,Rött
Nr 55532,Mas de Boislauzon,France,750.0,15,701,Rött
Nr 56576,Château de la Liquière,France,750.0,13.5,201,Rött
Nr 56645,Andre-Berthet-Rayne,France,750.0,15,169,Rött
Nr 53876,Vacqueyras Rouge,France,750.0,14,200,Rött
Nr 54149,Alain Jaume,France,1500.0,15.5,395,Rött
Nr 54341,Côtes du Rhône,France,750.0,14.5,169,Rött
Nr 55122,Château Juvenal,France,1500.0,15,422,Rött
Nr 51952,Château Cartier,France,750.0,14,381,Rött
Nr 53063,Gevrey-Chambertin,France,750.0,13,651,Rött
Nr 53064,Gevrey-Chambertin Ostrea,France,750.0,13,851,Rött
Nr 73162,Domaine Duseigneur,France,750.0,14,171,Rött
Nr 75165,Pure Syrah,France,750.0,13,259,Rött
Nr 72463,Cornas Les Ruchets,France,750.0,14.5,731,Rött
Nr 75075,Un Jour sur Terre,France,750.0,15,281,Rött
Nr 79104,Maison Robert Olivier,France,750.0,13,51,Rött
Nr 50991,Domaine de Cristia,France,750.0,15,843,Rött
Nr 78327,Mas Bécha,France,750.0,15,201,Rött
Nr 73921,Pure,France,750.0,12,243,Rött
Nr 75562,Côte de Beaune Rouge Les Pierres Blanches,France,750.0,14,451,Rött
Nr 76311,Châteauneuf-du-pape,France,750.0,15,732,Rött
Nr 2815,Crozes Hermitage,France,750.0,14.5,211,Rött
Nr 72974,Château des Annereaux,France,750.0,13,160,Rött
Nr 55079,La Part des Biches,France,750.0,14,101,Rött
Nr 83192,Joseph Drouhin,France,750.0,14.5,1100,Rött
Nr 2524,Tuffeaux,France,750.0,14,171,Rött
Nr 92579,Musigny Vieilles Vignes Grand Cru,France,750.0,13.5,8001,Rött
Nr 94915,Château Latour,France,750.0,13,2901,Rött
Nr 94922,Château Lafon-Rochet,France,750.0,14.5,670,Rött
Nr 72531,L'Appel des Sereines Syrah,France,750.0,13,157,Rött
Nr 95065,Château Cos d'Estournel,France,750.0,14.5,731,Rött
Nr 2065,Château Vignelaure,France,750.0,14,286,Rött
Nr 2397,Domaine Laougué,France,750.0,14,111,Rött
Nr 75842,Sancerre,France,750.0,13,221,Rött
Nr 56480,Xavier Vignon,France,750.0,15,669,Rött
Nr 94053,Château Gloria,France,750.0,14.5,620,Rött
Nr 72149,Paul Jaboulet,France,750.0,13,341,Rött
Nr 71873,Lidköping Röd,France,750.0,14,117,Rött
Nr 54456,Clos Dière L'oeuf,France,750.0,14,351,Rött
Nr 71438,Trenel,France,750.0,12.5,141,Rött
Nr 74185,Cépages,France,750.0,12.5,111,Rött
Nr 92828,L'Authentique,France,750.0,13.5,230,Rött
Nr 59144,Esprit,France,750.0,13.5,1291,Rött
Nr 59578,Château l'Ermitage,France,750.0,14,161,Rött
Nr 57104,Nuits-Saint-Georges Premier Cru Les Pruliers,France,750.0,14,901,Rött
Nr 59144,Esprit,France,750.0,13.5,1291,Rött
Nr 73050,Mary Taylor,France,750.0,13.5,140,Rött
Nr 59578,Château l'Ermitage,France,750.0,14,161,Rött
Nr 77690,Grand Marrenon,France,750.0,14.5,181,Rött
Nr 74283,Château Laroque,France,750.0,14,401,Rött
Nr 92583,Bonnes Mares Grand Cru,France,750.0,13.5,4495,Rött
Nr 71847,Le Petit Secret,France,750.0,14.5,147,Rött
Nr 79798,Villa Ponciago,France,750.0,13.5,151,Rött
Nr 55507,Domaine de la Pinède,France,750.0,13.5,306,Rött
Nr 57237,Fugue de Nénin,France,750.0,14.5,549,Rött
Nr 57547,Forts de Latour,France,750.0,14,3701,Rött
Nr 74072,R.Dumont,France,750.0,12,327,Rött
Nr 92445,Musigny Vieilles Vignes Grand Cru,France,750.0,14,8501,Rött
Nr 72062,Thulon,France,750.0,13,189,Rött
Nr 72595,Louis Jadot,France,750.0,13.5,491,Rött
Nr 77499,Domaine Piquemal,France,750.0,14.5,241,Rött
Nr 75312,Château Tayet,France,750.0,14,191,Rött
Nr 2266,Château la Reyne,France,750.0,13,130,Rött
Nr 57277,Moulin-à-Vent,France,750.0,13,241,Rött
Nr 57286,r Rabiega,France,750.0,14.5,251,Rött
Nr 72004,Château des Annereaux,France,1500.0,12.5,601,Rött
Nr 73511,Domaine Langlois-Chateau,France,750.0,13.5,211,Rött
Nr 78062,Clos Vougeot,France,750.0,14,1492,Rött
Nr 74814,Château Mont-Redon,France,750.0,15,171,Rött
Nr 75177,Châteauneuf-du-Pape,France,750.0,15,251,Rött
Nr 70953,Domaine La Barroche,France,750.0,15,460,Rött
Nr 78823,La Maison,France,1000.0,14.5,77,Rött
Nr 3925,Château Belgrave,France,1500.0,13,1132,Rött
Nr 3071,Château Capbern,France,750.0,13.5,401,Rött
Nr 2274,Delas Chante-Perdrix,France,750.0,15,421,Rött
Nr 71448,Domaine du Vieux Lazaret,France,1500.0,15,502,Rött
Nr 2536,Maison Louis Max,France,750.0,12.5,111,Rött
Nr 75406,Preparatus Supervivet,France,750.0,14.5,181,Rött
Nr 80842,Morgon,France,750.0,13,137,Rött
Nr 56610,Domaine Comte Peraldi,France,750.0,13.5,241,Rött
Nr 54218,Chassagne-Montrachet,France,750.0,13.5,450,Rött
Nr 57548,Forts de Latour,France,750.0,13,3001,Rött
Nr 3570,Château de Seguin,France,750.0,13,161,Rött
Nr 57928,Morgon,France,750.0,13.5,221,Rött
Nr 58531,Morgon Corcelette,France,750.0,13.5,341,Rött
Nr 71066,Domaine Jones,France,750.0,14.5,179,Rött
Nr 95452,Bonnes-Mares Grand Cru,France,750.0,13.5,4199,Rött
Nr 76736,Côte Rôtie,France,1500.0,14,2398,Rött
Nr 93600,Ch Galius,France,750.0,14,281,Rött
Nr 72122,Fontaine du Clos,France,750.0,14,127,Rött
Nr 79121,Châteauneuf-du-Pape Les Cailloux,France,1500.0,14.5,782,Rött
Nr 71702,Pinot Noir,France,750.0,13,231,Rött
Nr 2273,Château d'Eternes,France,750.0,13.5,131,Rött
Nr 77454,Charmes de Kirwan,France,750.0,14,371,Rött
Nr 70022,Clos de la Perrière,France,750.0,13,511,Rött
Nr 5460,Bourgogne Hautes Côtes de Nuits,France,750.0,13.5,211,Rött
Nr 58540,Moulin-Â-vent Au Michelon,France,750.0,14,401,Rött
Nr 57108,Nuits-Saint-Georges Premier Cru Les Roncieres,France,750.0,14,901,Rött
Nr 53810,Château Malescasse,France,750.0,14,329,Rött
Nr 93576,Château La Pointe,France,750.0,14.5,599,Rött
Nr 73756,Château Paradis,France,750.0,14,161,Rött
Nr 78240,Les Parcellaires de Saulx,France,750.0,13.5,501,Rött
Nr 90693,Grolleau x Siri Carlén,France,750.0,11,191,Rött
Nr 70927,Le Grand Noir,France,750.0,13.5,101,Rött
Nr 81787,Cépages,France,750.0,13.5,121,Rött
Nr 79306,Côte-Rôtie,France,750.0,12.5,440,Rött
Nr 2213,Domaine du Grand Montmirail,France,375.0,15,116,Rött
Nr 3147,Clarendelle Rouge,France,1500.0,13,422,Rött
Nr 76209,Terroir de Bramarel,France,750.0,13,141,Rött
Nr 74592,Château La Croizille,France,750.0,12.5,1001,Rött
Nr 75358,Le Havre de Paix,France,750.0,13,91,Rött
Nr 70674,Chateau Pichon,France,750.0,13.5,1791,Rött
Nr 74892,Incantation,France,750.0,15,160,Rött
Nr 74986,Pont de Gassac,France,750.0,13.5,151,Rött
Nr 70939,Perrin,France,750.0,14.5,312,Rött
Nr 77502,Virginie de Valandraud,France,750.0,14.5,527,Rött
Nr 71212,Vidal-Fleury,France,750.0,15,141,Rött
Nr 71626,Château du Trignon,France,750.0,14.5,151,Rött
Nr 76434,Château Villars,France,750.0,14.5,274,Rött
Nr 78843,Château Moulin,France,750.0,14,199,Rött
Nr 72146,Mes Favorites,France,750.0,13,559,Rött
Nr 53591,Bourgogne,France,750.0,14,231,Rött
Nr 53702,Dopff au Moulin,France,750.0,13,151,Rött
Nr 54129,Château Puy-Razac,France,750.0,14,245,Rött
Nr 54206,Jean-Noël Gagnard,France,750.0,13,671,Rött
Nr 54284,Xavier Vignon,France,750.0,15,749,Rött
Nr 54333,Chateau Clarisse,France,750.0,14,251,Rött
Nr 55268,Château Tessendey,France,750.0,14.5,231,Rött
Nr 55345,Château Les Paruades,France,750.0,14,151,Rött
Nr 55285,Château Ségonzac,France,750.0,14.5,161,Rött
Nr 79968,Pascal Clément,France,750.0,13,331,Rött
Nr 70577,Vosne-Romanée,France,750.0,13,1601,Rött
Nr 74951,Mouton Cadet,France,1500.0,13.5,362,Rött
Nr 71664,Domaine Rolet,France,750.0,12.5,221,Rött
Nr 70795,Château de Rochemorin,France,750.0,14,231,Rött
Nr 70233,Château La Louvière,France,750.0,13,501,Rött
Nr 75376,Château de Lauga,France,750.0,13.5,297,Rött
Nr 74172,Côte de Beaune-Villages,France,750.0,13,241,Rött
Nr 79952,Olivier & Lafont,France,750.0,15,247,Rött
Nr 70876,Poivre et Sol Saint Joseph Syrah,France,750.0,13.5,271,Rött
Nr 75394,Les Pierres Dorées,France,750.0,13,181,Rött
Nr 78193,M.Chapoutier,France,750.0,15,381,Rött
Nr 74711,Delas Côte-Rôtie,France,750.0,13.5,791,Rött
Nr 73971,Bourgogne,France,1500.0,13,292,Rött
Nr 78574,Episode Cevenol,France,750.0,13.5,130,Rött
Nr 77310,Arnaud Baillot,France,750.0,13.5,277,Rött
Nr 58848,Chateau Patache D'Aux,France,750.0,14,224,Rött
Nr 58929,La Petite Odyssee,France,750.0,13.5,230,Rött
Nr 59075,Chateau d'Armailhac,France,750.0,13.5,1101,Rött
Nr 59076,Château Mouton Rothschild,France,750.0,13,9502,Rött
Nr 59147,Esprit Pommard,France,750.0,13,1601,Rött
Nr 59210,Château Montus,France,750.0,14,297,Rött
Nr 59468,Domaine de Font-Sane,France,750.0,14,180,Rött
Nr 75207,Famille Perrin,France,750.0,14.5,401,Rött
Nr 92875,Château Bouscassé,France,750.0,14,381,Rött
Nr 56752,Château des Jacques,France,750.0,13.5,291,Rött
Nr 57256,JP Chenet,France,750.0,13,77,Rött
Nr 58170,Domaine D'Ardhuy,France,750.0,13.5,391,Rött
Nr 51379,André Perret,France,750.0,15,221,Rött
Nr 51470,Domaine La Suffrene,France,750.0,15.5,443,Rött
Nr 51633,Xavier Vignon,France,750.0,15,401,Rött
Nr 51636,Xavier Vignon,France,750.0,15,275,Rött
Nr 51710,Xavier Vignon,France,750.0,14.5,1085,Rött
Nr 52165,Rock'n Rolle Rebel,France,750.0,13,150,Rött
Nr 52741,Château Certan,France,750.0,13.5,1201,Rött
Nr 71449,Bourgogne,France,750.0,12.5,265,Rött
Nr 74583,Barlande,France,1500.0,15,798,Rött
Nr 78115,Marrenon,France,750.0,13.5,131,Rött
Nr 79163,Edouard Delaunay,France,750.0,13,901,Rött
Nr 73549,Côtes-du-Rhône-Villages,France,750.0,14.5,171,Rött
Nr 75392,Château d´Hautpoul,France,750.0,13.5,147,Rött
Nr 74863,Crozes-Hermitage,France,750.0,13.5,271,Rött
Nr 77690,Grand Marrenon,France,1500.0,14.5,372,Rött
Nr 73182,Auxey-Duresses Première Cru,France,750.0,13.5,418,Rött
Nr 55425,Pain Perdu,France,750.0,14,280,Rött
Nr 55481,Domaine Foret,France,750.0,12.5,350,Rött
Nr 55475,Domaine Foret,France,750.0,12.5,270,Rött
Nr 55707,Château La Louvière Rouge,France,1500.0,13,1262,Rött
Nr 55704,Château Laronde Desormes,France,750.0,14,151,Rött
Nr 55746,Chateau Bouscassé,France,750.0,13.5,251,Rött
Nr 55920,P Brisset Chambolle-Musigny,France,750.0,13,1202,Rött
Nr 55924,Pierre Brisset,France,750.0,13,1702,Rött
Nr 76432,Les Jamelles,France,750.0,13.5,101,Rött
Nr 76783,Chorey-les-Beaune,France,750.0,13.5,261,Rött
Nr 74714,Paul Beaudet,France,750.0,13,111,Rött
Nr 71864,Aloxe-Corton,France,750.0,13.5,400,Rött
Nr 73931,Thulon,France,750.0,13,170,Rött
Nr 71154,Saint-Joseph Hedonism,France,750.0,14,291,Rött
Nr 78238,Fleurie,France,750.0,13,241,Rött
Nr 75525,Domaine Piquemal,France,750.0,14.5,171,Rött
Nr 81709,Chateau La France Delhomme,France,750.0,14.5,251,Rött
Nr 83817,Gilbert & Gaillard,France,750.0,14.5,266,Rött
Nr 50028,Barroche Liberty,France,750.0,15,252,Rött
Nr 50631,Gevrey-Chambertin,France,750.0,13.5,510,Rött
Nr 78799,Jean-Claude Boisset,France,750.0,13.5,2001,Rött
Nr 79306,Côte-Rôtie,France,750.0,12.5,440,Rött
Nr 2213,Domaine du Grand Montmirail,France,375.0,15,116,Rött
Nr 3147,Clarendelle Rouge,France,1500.0,13,422,Rött
Nr 76209,Terroir de Bramarel,France,750.0,13,141,Rött
Nr 74592,Château La Croizille,France,750.0,12.5,1001,Rött
Nr 75358,Le Havre de Paix,France,750.0,13,91,Rött
Nr 70674,Chateau Pichon,France,750.0,13.5,1791,Rött
Nr 74892,Incantation,France,750.0,15,160,Rött
Nr 74986,Pont de Gassac,France,750.0,13.5,151,Rött
Nr 70939,Perrin,France,750.0,14.5,312,Rött
Nr 77502,Virginie de Valandraud,France,750.0,14.5,527,Rött
Nr 71212,Vidal-Fleury,France,750.0,15,141,Rött
Nr 71626,Château du Trignon,France,750.0,14.5,151,Rött
Nr 76434,Château Villars,France,750.0,14.5,274,Rött
Nr 78843,Château Moulin,France,750.0,14,199,Rött
Nr 72146,Mes Favorites,France,750.0,13,559,Rött
Nr 5461,Mont-Redon,France,375.0,14,80,Rött
Nr 70950,Delas,France,750.0,14,301,Rött
Nr 70716,Le Versant,France,750.0,13.5,121,Rött
Nr 76143,Saint-Joseph,France,750.0,14.5,301,Rött
Nr 74448,Mas Janeil,France,750.0,14,151,Rött
Nr 2011,E. Guigal,France,1500.0,14.5,298,Rött
Nr 79624,Chateau de Gaudou,France,750.0,13,205,Rött
Nr 95450,Chenas Quarts,France,750.0,14,201,Rött
Nr 75680,Cap Royal,France,750.0,13.5,131,Rött
Nr 73977,Le Ballon,France,750.0,12.5,128,Rött
Nr 74110,Grand Mayne,France,750.0,13.5,116,Rött
Nr 72960,K-or,France,750.0,13,186,Rött
Nr 71155,Château Bellevue La Randée,France,750.0,14,117,Rött
Nr 79276,Chanzy,France,750.0,13,421,Rött
Nr 70406,Chanzy,France,750.0,13.5,391,Rött
Nr 70062,Rouge de Minière,France,750.0,13,164,Rött
Nr 71056,Château Beauchêne,France,750.0,14.5,166,Rött
Nr 75411,Chateau Vignelaure,France,1500.0,14.5,642,Rött
Nr 74891,Chateau Vignelaure,France,1500.0,14,682,Rött
Nr 76076,Chateau Vignelaure,France,1500.0,14.5,662,Rött
Nr 72541,Xavier Vignon,France,750.0,15,409,Rött
Nr 55537,D'Ardhuy,France,750.0,13.5,381,Rött
Nr 55539,D'Ardhuy,France,750.0,13.5,521,Rött
Nr 55581,Cuvée des Gouverneurs,France,750.0,14,276,Rött
Nr 55608,Château Maucamps,France,750.0,13.5,251,Rött
Nr 55897,Minuty Prestige,France,750.0,13.5,171,Rött
Nr 55922,Chambolle-Musigny Les Noirots,France,750.0,13,1802,Rött
Nr 92127,François Villard,France,750.0,13,231,Rött
Nr 56310,Château Haut-Moulin,France,750.0,14,156,Rött
Nr 53761,Domaine de Baronarques,France,750.0,15,451,Rött
Nr 53793,Château Pierrail,France,750.0,15,239,Rött
Nr 53819,Château Malescasse,France,750.0,14.5,329,Rött
Nr 53809,Château Malescasse,France,750.0,14.5,329,Rött
Nr 53862,Lirac Rouge,France,750.0,14.5,167,Rött
Nr 54227,Phillipe Colin,France,750.0,13.5,301,Rött
Nr 55293,Château D'ARRICAUD,France,750.0,14,181,Rött
Nr 55286,Château la Forêt,France,750.0,14,221,Rött
Nr 56981,Babiole,France,750.0,12.5,268,Rött
Nr 57109,Nuits-Saint-Georges Premier Cru Les Vaucrains,France,750.0,14,1201,Rött
Nr 57424,Chateau Bernadotte,France,750.0,13.5,240,Rött
Nr 57738,Chapoutier,France,750.0,15,271,Rött
Nr 57820,Pierre Gaillard,France,750.0,14,251,Rött
Nr 51261,Xavier Vignon,France,750.0,15,275,Rött
Nr 70062,Rouge de Minière,France,750.0,13,164,Rött
Nr 71056,Château Beauchêne,France,750.0,14.5,166,Rött
Nr 75411,Chateau Vignelaure,France,1500.0,14.5,642,Rött
Nr 74891,Chateau Vignelaure,France,1500.0,14,682,Rött
Nr 76076,Chateau Vignelaure,France,1500.0,14.5,662,Rött
Nr 72541,Xavier Vignon,France,750.0,15,409,Rött
Nr 57424,Chateau Bernadotte,France,750.0,13.5,240,Rött
Nr 57738,Chapoutier,France,750.0,15,271,Rött
Nr 57820,Pierre Gaillard,France,750.0,14,251,Rött
Nr 57989,Xavier Vignon,France,750.0,15,451,Rött
Nr 58033,Château Kirwan,France,750.0,13.5,751,Rött
Nr 82266,Château de Parenchère,France,750.0,14.5,171,Rött
Nr 58425,Domaine D'Ardhuy,France,750.0,13.5,1201,Rött
Nr 58539,Château De Fesles,France,750.0,13,161,Rött
Nr 58580,Môl,France,750.0,13,290,Rött
Nr 50906,Naudin Père & Fils,France,750.0,13,99,Rött
Nr 5421,La Vignée,France,750.0,12.5,221,Rött
Nr 58962,Crapule,France,750.0,12,230,Rött
Nr 59157,La Croix Montjoie,France,750.0,13,191,Rött
Nr 59442,Moulin des Costes Charriage,France,750.0,15,540,Rött
Nr 59469,Domaine de Font-Sane,France,750.0,15,351,Rött
Nr 75789,Laurent Miquel,France,750.0,14,121,Rött
Nr 56310,Château Haut-Moulin,France,750.0,14,156,Rött
Nr 56981,Babiole,France,750.0,12.5,268,Rött
Nr 57109,Nuits-Saint-Georges Premier Cru Les Vaucrains,France,750.0,14,1201,Rött
Nr 50555,John Malkovich,France,750.0,13,250,Rött
Nr 50717,Montez,France,750.0,14,279,Rött
Nr 50741,Volnay,France,750.0,13,1201,Rött
Nr 51261,Xavier Vignon,France,750.0,15,275,Rött
Nr 78722,Bourgogne,France,750.0,13.5,164,Rött
Nr 71945,Château Cibon,France,750.0,14,777,Rött
Nr 70036,Tour du Bon,France,750.0,14,487,Rött
Nr 76465,Mercurey,France,750.0,13,251,Rött
Nr 73243,Louis Jadot,France,750.0,13.5,631,Rött
Nr 75713,Bernard Tornay,France,750.0,12,400,Rött
Nr 70775,Marrenon,France,750.0,14.5,130,Rött
Nr 81542,Moulin-à-Vent,France,1500.0,13.5,598,Rött
Nr 50040,Château de Chamirey,France,750.0,14,477,Rött
Nr 50202,Les Pier Blancs,France,750.0,14,221,Rött
Nr 50439,Puech Cremat,France,750.0,13,161,Rött
Nr 50555,John Malkovich,France,750.0,13,250,Rött
Nr 50717,Montez,France,750.0,14,279,Rött
Nr 50741,Volnay,France,750.0,13,1201,Rött
Nr 57989,Xavier Vignon,France,750.0,15,451,Rött
Nr 58033,Château Kirwan,France,750.0,13.5,751,Rött
Nr 82266,Château de Parenchère,France,750.0,14.5,171,Rött
Nr 58425,Domaine D'Ardhuy,France,750.0,13.5,1201,Rött
Nr 58539,Château De Fesles,France,750.0,13,161,Rött
Nr 58580,Môl,France,750.0,13,290,Rött
Nr 50906,Naudin Père & Fils,France,750.0,13,99,Rött
Nr 5421,La Vignée,France,750.0,12.5,221,Rött
Nr 58962,Crapule,France,750.0,12,230,Rött
Nr 59081,Esprit Corton Loliers,France,750.0,13,4901,Rött
Nr 59157,La Croix Montjoie,France,750.0,13,191,Rött
Nr 59442,Moulin des Costes Charriage,France,750.0,15,540,Rött
Nr 59469,Domaine de Font-Sane,France,750.0,15,351,Rött
Nr 75789,Laurent Miquel,France,750.0,14,121,Rött
Nr 71832,Delas Saint Esprit,France,1500.0,13,232,Rött
Nr 76059,Châteauneuf-du-Pape,France,750.0,14.5,441,Rött
Nr 55922,Chambolle-Musigny Les Noirots,France,750.0,13,1802,Rött
Nr 92127,François Villard,France,750.0,13,231,Rött
Nr 52616,Chambolle-Musigny,France,750.0,13,3151,Rött
Nr 52706,Château Certan de May,France,375.0,13.5,900,Rött
Nr 52703,Château Hosanna,France,1500.0,13.5,12503,Rött
Nr 52841,Joillot,France,750.0,13.5,420,Rött
Nr 53761,Domaine de Baronarques,France,750.0,15,451,Rött
Nr 53793,Château Pierrail,France,750.0,15,239,Rött
Nr 53819,Château Malescasse,France,750.0,14.5,329,Rött
Nr 53809,Château Malescasse,France,750.0,14.5,329,Rött
Nr 53862,Lirac Rouge,France,750.0,14.5,167,Rött
Nr 54227,Phillipe Colin,France,750.0,13.5,301,Rött
Nr 55293,Château D'ARRICAUD,France,750.0,14,181,Rött
Nr 55286,Château la Forêt,France,750.0,14,221,Rött
Nr 79201,Côtes du Rhône,France,750.0,13.5,149,Rött
Nr 70506,Mouton Cadet,France,750.0,14.5,171,Rött
Nr 76439,Château Monconseil Gazin,France,750.0,13.5,214,Rött
Nr 74246,Laurus,France,750.0,14,261,Rött
Nr 73590,Saumur Champigny,France,750.0,13,185,Rött
Nr 76656,Saint-Joseph,France,750.0,14,256,Rött
Nr 70409,Edward Blom,France,750.0,12.5,101,Rött
Nr 75805,Château Pey La Tour,France,750.0,14.5,164,Rött
Nr 73411,Gigondas,France,750.0,15,291,Rött
Nr 76641,Château Capet-Guillier,France,750.0,15,407,Rött
Nr 73875,Saint Joseph,France,750.0,13.5,291,Rött
Nr 75126,Le Pigeoulet des Brunier,France,750.0,14,151,Rött
Nr 79767,Moulin á Vent,France,750.0,13.5,187,Rött
Nr 74782,Domaine du Petit Clocher,France,750.0,12.5,173,Rött
Nr 81720,Marsannay La Montagne,France,750.0,13,364,Rött
Nr 3147,Clarendelle,France,750.0,12.5,211,Rött
Nr 77700,Château La Freynelle,France,750.0,13.5,150,Rött
Nr 73873,Jean-Claude Boisset,France,750.0,13.5,601,Rött
Nr 79294,Gigondas,France,750.0,15,231,Rött
Nr 56984,Château de Saint Martin,France,750.0,13.5,230,Rött
Nr 56997,Ni Ange Ni Démon,France,750.0,13.5,161,Rött
Nr 57187,Philippe Jambon,France,750.0,14.5,258,Rött
Nr 57379,Blagny Premier Cru,France,750.0,12,1097,Rött
Nr 57449,Fleurie,France,750.0,13,221,Rött
Nr 57680,Vin & Natur Hors Champs 1,France,,12.5,903,Rött
Nr 57770,Chapoutier Marius,France,750.0,14,111,Rött
Nr 57819,Bila-Haut,France,750.0,14.5,430,Rött
Nr 57907,Schiste & Granite,France,750.0,13.5,101,Rött
Nr 57939,Tour de Rieux,France,750.0,13.5,181,Rött
Nr 77454,Charmes de Kirwan,France,1500.0,13,772,Rött
Nr 58202,Puig Ambeille,France,750.0,14.5,244,Rött
Nr 58337,Bourgogne Passetoutgrains,France,750.0,12.5,301,Rött
Nr 58512,Domaine Mee Godard,France,750.0,14,381,Rött
Nr 58559,Beaujolais Villages,France,750.0,14,241,Rött
Nr 58566,Pimpinella,France,750.0,13,97,Rött
Nr 77129,M.Chapoutier,France,750.0,14,131,Rött
Nr 70603,Côtes du Rhône,France,750.0,14.5,141,Rött
Nr 79129,Domaine de Fontbonau,France,750.0,15,436,Rött
Nr 72940,Domaines des Baumard,France,750.0,12.5,200,Rött
Nr 79022,Moulin-à-Vent,France,750.0,13,191,Rött
Nr 70069,Délice du Prieuré,France,750.0,14,325,Rött
Nr 70934,Le Prestige,France,750.0,14.5,133,Rött
Nr 72141,Château La Roca,France,750.0,14.5,126,Rött
Nr 72502,Château Belair-Monange,France,750.0,14.5,1502,Rött
Nr 76392,Menetou-Salon,France,750.0,14.5,211,Rött
Nr 88219,Bourgogne Rouge,France,750.0,13,241,Rött
Nr 58659,Vendome Ergeron,France,750.0,13,348,Rött
Nr 58757,Jonchère,France,750.0,12.5,206,Rött
Nr 58910,Clos Santini,France,750.0,14,377,Rött
Nr 58932,Château Paradis Casseuil,France,750.0,14,181,Rött
Nr 59074,Château d'Armailhac,France,750.0,13.5,1101,Rött
Nr 59166,Petite Rouge,France,750.0,12.5,111,Rött
Nr 59331,Château La Fleur,France,750.0,14,530,Rött
Nr 59335,Château Lauga,France,750.0,14,454,Rött
Nr 59364,BM,France,750.0,14,189,Rött
Nr 59382,Chateau de Lauga,France,750.0,13.5,443,Rött
Nr 59383,Chateau de Lauga,France,1500.0,12.5,828,Rött
Nr 59436,Chateau la Rouvière,France,750.0,14.5,950,Rött
Nr 59438,Chateau la Rouvière Rouge,France,750.0,15,400,Rött
Nr 59445,Chateau Peychaud Bordeaux Supérieur Rouge,France,750.0,13.5,151,Rött
Nr 59449,Chateau Peychaud,France,750.0,13.5,190,Rött
Nr 59483,Domaine de Font-Sane,France,750.0,15,250,Rött
Nr 59494,Château Montus,France,750.0,14,397,Rött
