id,name,country,volume,alcohol_volume,price,type
Nr 77938,Dominio de la Vega,Spain,750.0,11.5,326,Mousserande
Nr 79752,Alfred Gratien,France,750.0,12.5,451,Mousserande
Nr 76333,Zonin Prosecco 1821,Italy,3000.0,11,559,Mousserande
Nr 77990,Michel Turgy,France,750.0,12,451,Mousserande
Nr 77038,Balma Brut Nature,Spain,750.0,12,131,Mousserande
Nr 77330,Arthur Metz,France,750.0,12.5,151,Mousserande
Nr 7879,Gancia,Italy,750.0,11.5,123,Mousserande
Nr 77095,Antica Cascina dei Conti di Roero,Italy,750.0,12.5,301,Mousserande
Nr 77143,Avinyó,Spain,750.0,12,172,Mousserande
Nr 77510,Vve Fourny & Fils,France,750.0,12,401,Mousserande
Nr 77427,Jean Milan,France,750.0,12,520,Mousserande
Nr 77575,Pierre Brigandat Blanc de Noir,France,750.0,12,321,Mousserande
Nr 77344,Dumangin,France,750.0,12,477,Mousserande
Nr 75634,Ca' del Sette,Italy,750.0,11,122,Mousserande
Nr 87518,Moët & Chandon,France,3000.0,12,3624,Mousserande
Nr 77211,Charles Heidsieck,France,1500.0,12,1301,Mousserande
Nr 77433,Haton & Fils,France,750.0,12,376,Mousserande
Nr 77163,Bersi Serlini,Italy,750.0,12.5,281,Mousserande
Nr 77298,Quartese,Italy,750.0,11,163,Mousserande
Nr 77032,A Bergère,France,750.0,12,600,Mousserande
Nr 7875,Nadal,Spain,750.0,12,174,Mousserande
Nr 71387,Thiénot,France,750.0,12.5,501,Mousserande
Nr 73367,Serenello,Italy,750.0,11,111,Mousserande
Nr 81173,Piper-Heidsieck,France,750.0,12,1600,Mousserande
Nr 77019,La Chouette de Champillion,France,375.0,12.5,200,Mousserande
Nr 76331,Blewitt Springs Estate,Australia,750.0,13.5,131,Mousserande
Nr 77799,Champagne de Castelnau,France,750.0,12.5,541,Mousserande
Nr 76176,Pere Seda,Spain,750.0,12.5,249,Mousserande
Nr 70028,Cazals Claude,France,750.0,12.5,574,Mousserande
Nr 87518,Moët & Chandon,France,15000.0,12.5,18684,Mousserande
Nr 77186,Pommery,France,1500.0,12.5,1002,Mousserande
Nr 70945,Guy Charlemagne,France,750.0,12,936,Mousserande
Nr 76574,Guy Charlemagne,France,750.0,12,450,Mousserande
Nr 71687,Ribolla Gialla,Italy,750.0,12,187,Mousserande
Nr 81466,Henriot,France,750.0,12,441,Mousserande
Nr 72927,Gisèle Devavry,France,750.0,12,403,Mousserande
Nr 77708,Maurice Grumier,France,750.0,12.5,381,Mousserande
Nr 75113,Mathelin,France,375.0,12,221,Mousserande
Nr 73252,Guy Charbaut,France,750.0,12,847,Mousserande
Nr 73149,Bernard Tornay,France,750.0,12.5,400,Mousserande
Nr 73560,Bernard Tornay,France,750.0,12.5,600,Mousserande
Nr 74742,Clos des Bergeronneau,France,750.0,12,950,Mousserande
Nr 83020,Diebolt-Vallois,France,750.0,12.5,361,Mousserande
Nr 88914,Diebolt-Vallois,France,750.0,12.5,397,Mousserande
Nr 70838,Alta Langa Millesimato Brut,Italy,750.0,12.5,371,Mousserande
Nr 75745,Cazals Claude,France,750.0,12.5,1290,Mousserande
Nr 70006,Franciacorta,Italy,750.0,12.5,328,Mousserande
Nr 70350,Franciacorta,Italy,750.0,12.5,378,Mousserande
Nr 78492,Franciacorta,Italy,750.0,12.5,426,Mousserande
Nr 71063,Franciacorta,Italy,750.0,12.5,378,Mousserande
Nr 82634,JM Gobillard & Fils,France,750.0,12,341,Mousserande
Nr 77976,Freixenet,Spain,750.0,12,101,Mousserande
Nr 79333,Gamla Brut,,,,261,Mousserande
Nr 78533,Denis Frèzier,France,750.0,12,332,Mousserande
Nr 70402,Rosa di Sera,Italy,750.0,11.5,176,Mousserande
Nr 54653,Francesc Ricart,Spain,750.0,11.5,100,Mousserande
Nr 54721,Giró Ribot,Spain,750.0,12,240,Mousserande
Nr 54768,Paul Cheneau,Spain,750.0,12,130,Mousserande
Nr 54946,A. Boatas,France,750.0,12.5,566,Mousserande
Nr 54949,Bunan,France,750.0,12,220,Mousserande
Nr 55027,Schloss Gobelsburg,Austria,750.0,12,311,Mousserande
Nr 55047,Taittinger,France,12000.0,12.5,12515,Mousserande
Nr 55139,Jean Velut,France,750.0,12.5,401,Mousserande
Nr 55186,Vinevenom,South Africa,750.0,12,348,Mousserande
Nr 55378,Vignon Père & Fils,France,750.0,12,671,Mousserande
Nr 55380,Vignon Père & Fils,France,750.0,12,400,Mousserande
Nr 55444,Guerlet-Deguerne,France,750.0,12,470,Mousserande
Nr 55712,Lamiable,France,750.0,12.5,355,Mousserande
Nr 55906,Christophe MIgnon,France,750.0,12,500,Mousserande
Nr 55908,Les Créateurs,France,750.0,12,371,Mousserande
Nr 55970,Guy Charbaut,France,750.0,12,446,Mousserande
Nr 53652,Akarua,New Zealand,750.0,12.5,201,Mousserande
Nr 53763,Bayle-Carreau,France,750.0,12.5,191,Mousserande
Nr 54070,Anthonij Rupert,South Africa,750.0,12.5,261,Mousserande
Nr 54232,Alexandre Bonnet,France,750.0,12.5,901,Mousserande
Nr 54653,Francesc Ricart,Spain,750.0,11.5,100,Mousserande
Nr 54721,Giró Ribot,Spain,750.0,12,240,Mousserande
Nr 54768,Paul Cheneau,Spain,750.0,12,130,Mousserande
Nr 54946,A. Boatas,France,750.0,12.5,566,Mousserande
Nr 54949,Bunan,France,750.0,12,220,Mousserande
Nr 55027,Schloss Gobelsburg,Austria,750.0,12,311,Mousserande
Nr 55047,Taittinger,France,12000.0,12.5,12515,Mousserande
Nr 55139,Jean Velut,France,750.0,12.5,401,Mousserande
Nr 55186,Vinevenom,South Africa,750.0,12,348,Mousserande
Nr 55378,Vignon Père & Fils,France,750.0,12,671,Mousserande
Nr 55380,Vignon Père & Fils,France,750.0,12,400,Mousserande
Nr 72768,Federico Paternina,Spain,750.0,11.5,71,Mousserande
Nr 74712,Espumoso Veleta,Spain,750.0,12,133,Mousserande
Nr 71110,Bernard Tornay,France,750.0,12.5,390,Mousserande
Nr 79892,Claes,Germany,750.0,12.5,226,Mousserande
Nr 75823,Juillet-Lallement,France,750.0,12,398,Mousserande
Nr 78369,Launois Oeil de Perdrix,France,750.0,12.5,391,Mousserande
Nr 79464,Pertois-Moriset,France,1500.0,12,1499,Mousserande
Nr 75848,Launois,France,750.0,12,401,Mousserande
Nr 74981,Jumeau-Delozanne,France,750.0,12,451,Mousserande
Nr 78157,Cava Rovellats,Spain,750.0,11.5,281,Mousserande
Nr 70469,Rovellats,Spain,750.0,11.5,201,Mousserande
Nr 77314,Champagne Mathieu-Gandon,France,750.0,12,432,Mousserande
Nr 73926,Bortolotti,Italy,750.0,11.5,280,Mousserande
Nr 78736,Bonville,France,750.0,12.5,472,Mousserande
Nr 74566,Båstad,France,750.0,12.5,442,Mousserande
Nr 77954,Can Paixano,Spain,750.0,10,91,Mousserande
Nr 7942,Tobacco Road,Australia,750.0,12,91,Mousserande
Nr 77994,BoråsBubblet,Spain,750.0,11.5,135,Mousserande
Nr 77099,Rizzardi,Italy,750.0,11,141,Mousserande
Nr 77374,De Venoge,France,750.0,12,732,Mousserande
Nr 77530,Abbatiale,France,750.0,12,451,Mousserande
Nr 77550,Lamiable Grand Cru,France,750.0,12.5,464,Mousserande
Nr 77318,Palmer & Co,France,1500.0,12,3707,Mousserande
Nr 77901,C.Greffe,France,750.0,12.5,174,Mousserande
Nr 77563,Charles Clément,France,750.0,12,297,Mousserande
Nr 77767,Lallier Sélection Parcellaire,France,750.0,12.5,601,Mousserande
Nr 77221,Lallier R.015,France,750.0,12.5,331,Mousserande
Nr 77998,Paul Lebrun,France,750.0,12,398,Mousserande
Nr 77875,A. Margaine,France,750.0,12,600,Mousserande
Nr 77926,Olivier et Laëtitia Marteaux,France,750.0,12,401,Mousserande
Nr 72768,Federico Paternina,Spain,750.0,11.5,71,Mousserande
Nr 74712,Espumoso Veleta,Spain,750.0,12,133,Mousserande
Nr 71110,Bernard Tornay,France,750.0,12.5,390,Mousserande
Nr 79892,Claes,Germany,750.0,12.5,226,Mousserande
Nr 75823,Juillet-Lallement,France,750.0,12,398,Mousserande
Nr 56252,Arnaud Baudette,France,750.0,12,531,Mousserande
Nr 56276,Cielo,Italy,200.0,10.5,40,Mousserande
Nr 56364,Duramen,France,750.0,12,421,Mousserande
Nr 56382,Lanson,France,750.0,12.5,581,Mousserande
Nr 56586,Bollicina,Italy,750.0,10,101,Mousserande
Nr 56646,Soalheiro,Portugal,750.0,12.5,171,Mousserande
Nr 56702,Brice,France,750.0,12,552,Mousserande
Nr 56733,Esterlin,France,750.0,12,371,Mousserande
Nr 56765,Canti,Italy,750.0,11,131,Mousserande
Nr 56795,Ferrari,Italy,750.0,12.5,301,Mousserande
Nr 56848,Grand Cuvée 1531,France,750.0,12.5,242,Mousserande
Nr 56958,Henriot,France,1500.0,12,4002,Mousserande
Nr 56975,Picart-Thiout,France,750.0,12,701,Mousserande
Nr 77990,Michel Turgy,France,1500.0,12,942,Mousserande
Nr 72366,Régis Fliniaux,France,750.0,12,705,Mousserande
Nr 71237,Le Manzane Balbinot,Italy,750.0,11.5,121,Mousserande
Nr 77245,Masi Moxxé,Italy,750.0,12,117,Mousserande
Nr 77830,Torresella,Italy,750.0,11,156,Mousserande
Nr 76636,Duménil,France,750.0,12,376,Mousserande
Nr 74300,Duménil,France,750.0,12,640,Mousserande
Nr 77012,Duménil,France,750.0,12,490,Mousserande
Nr 77679,Bergeronneau-Marion,France,1500.0,12,702,Mousserande
Nr 70783,Claudia Rosé,Italy,750.0,11.5,129,Mousserande
Nr 77267,Vespaiolo,Italy,750.0,11,136,Mousserande
Nr 77106,Vespaiolo,Italy,750.0,11.5,176,Mousserande
Nr 75960,Herbert Hall,UK,750.0,12,309,Mousserande
Nr 7932,La Farra,Italy,750.0,11.5,151,Mousserande
Nr 7933,Michelle,USA,750.0,11.5,141,Mousserande
Nr 77103,Conti Ducco,Italy,750.0,12.5,360,Mousserande
Nr 75318,Serenello,Italy,750.0,11,111,Mousserande
Nr 71307,Hambledon,UK,750.0,12,491,Mousserande
Nr 72457,Bulles de Lisennes,France,750.0,12,181,Mousserande
Nr 77758,Frassinelli,Italy,750.0,11.5,161,Mousserande
Nr 77509,Avinyó,Spain,750.0,11.5,204,Mousserande
Nr 77647,Doyard Mahé,France,750.0,12,351,Mousserande
Nr 77244,Frassinelli,Italy,750.0,11,157,Mousserande
Nr 77264,Gosset,France,750.0,12,2201,Mousserande
Nr 77966,Comte Hugues de La Bourdonnaye,France,750.0,12,559,Mousserande
Nr 77501,R Dumont,France,750.0,12,451,Mousserande
Nr 7723,Diebolt-Vallois,France,1500.0,12.5,1002,Mousserande
Nr 77239,Deutz,France,750.0,12,661,Mousserande
Nr 77973,Louis Bouillot,France,750.0,12,271,Mousserande
Nr 77533,Castell del Remei,Spain,750.0,11.5,141,Mousserande
Nr 75512,Comte Hugues de La Bourdonnaye,France,750.0,12,559,Mousserande
Nr 77856,Chic Barcelona,Spain,750.0,11.5,101,Mousserande
Nr 77801,Prestige des Sacres,France,375.0,12.5,189,Mousserande
Nr 77870,Prestige des Sacres,France,750.0,12.5,321,Mousserande
Nr 7788,Santa Julia,Argentina,750.0,12.5,117,Mousserande
Nr 75901,Joseph Desruets,France,750.0,12.5,385,Mousserande
Nr 57960,Picart-Thiout,France,750.0,12,600,Mousserande
Nr 58088,Sbarbato Spumante Brut,Italy,750.0,12.5,211,Mousserande
Nr 58123,Chavost,France,750.0,12.5,500,Mousserande
Nr 58125,Chavost,France,750.0,12.5,531,Mousserande
Nr 58215,Charme,Italy,750.0,12.5,246,Mousserande
Nr 58265,Éphémères Pétillants,France,750.0,13,300,Mousserande
Nr 58439,Piaff,France,750.0,12,451,Mousserande
Nr 58456,Vincent D’Astrée,France,750.0,12,560,Mousserande
Nr 58519,R de Ruinart,France,750.0,12.5,531,Mousserande
Nr 78369,Launois Oeil de Perdrix,France,750.0,12.5,391,Mousserande
Nr 79464,Pertois-Moriset,France,1500.0,12,1499,Mousserande
Nr 75848,Launois,France,750.0,12,401,Mousserande
Nr 74981,Jumeau-Delozanne,France,750.0,12,451,Mousserande
Nr 78157,Cava Rovellats,Spain,750.0,11.5,281,Mousserande
Nr 70469,Rovellats,Spain,750.0,11.5,201,Mousserande
Nr 77314,Champagne Mathieu-Gandon,France,750.0,12,432,Mousserande
Nr 73926,Bortolotti,Italy,750.0,11.5,280,Mousserande
Nr 78736,Bonville,France,750.0,12.5,472,Mousserande
Nr 74566,Båstad,France,750.0,12.5,442,Mousserande
Nr 78403,Champagne 47,France,750.0,12,385,Mousserande
Nr 74229,Adernats,Spain,750.0,11.5,140,Mousserande
Nr 77799,Champagne de Castelnau,France,750.0,12.5,541,Mousserande
Nr 76176,Pere Seda,Spain,750.0,12.5,249,Mousserande
Nr 70028,Cazals Claude,France,750.0,12.5,574,Mousserande
Nr 87518,Moët & Chandon,France,15000.0,12.5,18684,Mousserande
Nr 77186,Pommery,France,1500.0,12.5,1002,Mousserande
Nr 70945,Guy Charlemagne,France,750.0,12,936,Mousserande
Nr 76574,Guy Charlemagne,France,750.0,12,450,Mousserande
Nr 71687,Ribolla Gialla,Italy,750.0,12,187,Mousserande
Nr 81466,Henriot,France,750.0,12,441,Mousserande
Nr 72927,Gisèle Devavry,France,750.0,12,403,Mousserande
Nr 77708,Maurice Grumier,France,750.0,12.5,381,Mousserande
Nr 75113,Mathelin,France,375.0,12,221,Mousserande
Nr 73252,Guy Charbaut,France,750.0,12,847,Mousserande
Nr 73149,Bernard Tornay,France,750.0,12.5,400,Mousserande
Nr 73560,Bernard Tornay,France,750.0,12.5,600,Mousserande
Nr 74742,Clos des Bergeronneau,France,750.0,12,950,Mousserande
Nr 83020,Diebolt-Vallois,France,750.0,12.5,361,Mousserande
Nr 88914,Diebolt-Vallois,France,750.0,12.5,397,Mousserande
Nr 70838,Alta Langa Millesimato Brut,Italy,750.0,12.5,371,Mousserande
Nr 75745,Cazals Claude,France,750.0,12.5,1290,Mousserande
Nr 70006,Franciacorta,Italy,750.0,12.5,328,Mousserande
Nr 70350,Franciacorta,Italy,750.0,12.5,378,Mousserande
Nr 78492,Franciacorta,Italy,750.0,12.5,426,Mousserande
Nr 71063,Franciacorta,Italy,750.0,12.5,378,Mousserande
Nr 82634,JM Gobillard & Fils,France,750.0,12,341,Mousserande
Nr 77976,Freixenet,Spain,750.0,12,101,Mousserande
Nr 79333,Gamla Brut,,,,261,Mousserande
Nr 78533,Denis Frèzier,France,750.0,12,332,Mousserande
Nr 70402,Rosa di Sera,Italy,750.0,11.5,176,Mousserande
Nr 57356,Jean-François Launay,France,750.0,12,441,Mousserande
Nr 57432,Vieille France,France,750.0,12,461,Mousserande
Nr 57468,Nuviana,Spain,750.0,11.5,91,Mousserande
Nr 57500,Jean Plener Fils,France,750.0,12,446,Mousserande
Nr 57586,Michel Mailliard,France,750.0,12.5,1050,Mousserande
Nr 57663,Liébart-Régnier,France,750.0,12,350,Mousserande
Nr 57960,Picart-Thiout,France,750.0,12,600,Mousserande
Nr 58088,Sbarbato Spumante Brut,Italy,750.0,12.5,211,Mousserande
Nr 58123,Chavost,France,750.0,12.5,500,Mousserande
Nr 58125,Chavost,France,750.0,12.5,531,Mousserande
Nr 58215,Charme,Italy,750.0,12.5,246,Mousserande
Nr 58265,Éphémères Pétillants,France,750.0,13,300,Mousserande
Nr 58439,Piaff,France,750.0,12,451,Mousserande
Nr 58456,Vincent D’Astrée,France,750.0,12,560,Mousserande
Nr 58519,R de Ruinart,France,750.0,12.5,531,Mousserande
Nr 58683,Dakishvili Family,Georgia,750.0,12,800,Mousserande
Nr 58727,Pertois-Lebrun,France,750.0,12,800,Mousserande
Nr 58835,Baron Dauvergne,France,750.0,12,650,Mousserande
Nr 58887,19 Crimes,Australia,750.0,12,131,Mousserande
Nr 59056,Roger Goulart,Spain,750.0,12,179,Mousserande
Nr 59146,Benoit Munier,France,750.0,12,800,Mousserande
Nr 59187,Conti Ducco,Italy,750.0,12.5,300,Mousserande
Nr 59268,Knewitz,Germany,750.0,12.5,251,Mousserande
Nr 59481,Raymond Verrier,France,750.0,12,700,Mousserande
Nr 74222,Freixenet,Spain,750.0,11.5,171,Mousserande
Nr 59581,Vincent D’Astrée,France,6000.0,12,4809,Mousserande
Nr 59592,Vivid,Italy,750.0,11,277,Mousserande
Nr 59603,Lamborghini,Italy,1500.0,12,1267,Mousserande
Nr 77651,Champagne de Castelnau,France,375.0,12.5,210,Mousserande
Nr 71114,Cattier,France,750.0,12.5,541,Mousserande
Nr 76056,Aretey,Spain,750.0,11.5,101,Mousserande
Nr 76063,Langlois,France,750.0,12.5,201,Mousserande
Nr 85284,Faustino,Spain,750.0,11.5,111,Mousserande
Nr 7500,Lanson,France,750.0,12.5,441,Mousserande
Nr 87077,PREMI Secco,Germany,750.0,11.5,101,Mousserande
Nr 7553,Palmer & Co,France,1500.0,12,982,Mousserande
Nr 7454,Billecart-Salmon,France,750.0,12,481,Mousserande
Nr 87843,Cuvée Présidence,France,750.0,12,840,Mousserande
Nr 87359,Pol Roger,France,6000.0,12,4810,Mousserande
Nr 77256,AR Lenoble,France,750.0,12.5,381,Mousserande
Nr 77189,JP Chenet,France,750.0,11,86,Mousserande
Nr 77545,Thiénot,France,750.0,12.5,421,Mousserande
Nr 7758,Billecart-Salmon,France,750.0,12,691,Mousserande
Nr 74884,Collet,France,750.0,12.5,550,Mousserande
Nr 77627,Collet,France,750.0,12.5,440,Mousserande
Nr 78773,Laurent Perrier,France,375.0,12,280,Mousserande
Nr 7422,Taittinger,France,3000.0,12,2600,Mousserande
Nr 70474,Benoit Beaufort,France,1500.0,12,1002,Mousserande
Nr 7719,Charles Mignon,France,1500.0,12,702,Mousserande
Nr 7696,Hatt et Söner Quattuor,France,750.0,13,493,Mousserande
Nr 77380,Joseph Perrier,France,1500.0,12,882,Mousserande
Nr 77900,Jacques Picard,France,750.0,12,331,Mousserande
Nr 77911,Casa Valduga,Brazil,750.0,13,271,Mousserande
Nr 77932,Armand de Brignac,France,750.0,12.5,3492,Mousserande
Nr 79750,Michel Turgy,France,750.0,12,751,Mousserande
Nr 74389,Vve Fourny Grands Terroirs,France,750.0,12,351,Mousserande
Nr 77984,Guiborat Fils,France,750.0,12,642,Mousserande
Nr 77991,Clos Amador,Spain,750.0,11.5,101,Mousserande
Nr 77089,Farina,Italy,750.0,11,141,Mousserande
Nr 77986,Solter,Germany,750.0,12.5,170,Mousserande
Nr 77236,Drappier,France,750.0,12,581,Mousserande
Nr 76247,Serge Gaudriller,France,750.0,12,541,Mousserande
Nr 77115,Cattier,France,750.0,12.5,471,Mousserande
Nr 77988,Avinyó,Spain,750.0,11.5,150,Mousserande
Nr 76607,Philippe Glavier,France,750.0,12,497,Mousserande
Nr 79793,I Pastini,Italy,750.0,12,130,Mousserande
Nr 77091,Mistinguett,Spain,750.0,11.5,151,Mousserande
Nr 77607,Mathelin,France,750.0,12,398,Mousserande
Nr 77346,Dumangin,France,750.0,12,464,Mousserande
Nr 78616,Alfred Gratien,France,750.0,12.5,831,Mousserande
Nr 77914,Brimoncourt,France,750.0,12.5,486,Mousserande
Nr 77471,Haton & Fils,France,750.0,12,353,Mousserande
Nr 77921,André Robert,France,750.0,12,354,Mousserande
Nr 77628,Canard Duchêne,France,1500.0,12,615,Mousserande
Nr 2272,Pannier,France,750.0,12,350,Mousserande
Nr 77128,Forget-Chemin,France,750.0,12,301,Mousserande
Nr 55807,Mingorra Espumante,Portugal,750.0,12,173,Mousserande
Nr 93096,Thiénot,France,750.0,12.5,831,Mousserande
Nr 77323,A. Margaine,France,750.0,12,380,Mousserande
Nr 73531,Espumoso,Spain,750.0,12,133,Mousserande
Nr 74204,Crémant de Bourgogne,France,3000.0,12,1000,Mousserande
Nr 72374,Bertrand-Delespierre,France,750.0,12,451,Mousserande
Nr 72746,Salmon,France,750.0,12.5,496,Mousserande
Nr 78858,Duc De Foix,Spain,750.0,12,183,Mousserande
Nr 78176,Jumeau-Delozanne,France,750.0,12,500,Mousserande
Nr 7602,Louis Roederer,France,6000.0,12,4809,Mousserande
Nr 74024,Harrow & Hope,UK,750.0,12,501,Mousserande
Nr 71794,Virginie Bergeronneau,France,750.0,12,381,Mousserande
Nr 72264,Champagne Mathieu-Gandon,France,750.0,12,366,Mousserande
Nr 75103,Bortolotti,Italy,750.0,11.5,180,Mousserande
Nr 78864,Laherte Frères,France,750.0,12.5,473,Mousserande
Nr 73969,Marteaux,France,750.0,12.5,401,Mousserande
Nr 73784,Bulles de Lisennes,France,750.0,12,181,Mousserande
Nr 76298,Chaléroux-Ghys,France,750.0,12,580,Mousserande
Nr 76768,Didier Rothier,France,750.0,12,341,Mousserande
Nr 78730,Pierre Mignon,France,750.0,12,400,Mousserande
Nr 56259,Tri Morave,Serbia,750.0,11.5,230,Mousserande
Nr 56370,BLCK,France,750.0,12,391,Mousserande
Nr 56459,Guerlet-Deguerne,France,750.0,12,401,Mousserande
Nr 56520,Paul Lebrun,France,750.0,12,486,Mousserande
Nr 56526,Guldkula,France,375.0,12.5,160,Mousserande
Nr 56593,Ca' del Bosco,Italy,750.0,12.5,561,Mousserande
Nr 74493,Bernard Pertois,France,750.0,12,299,Mousserande
Nr 56735,Selezione de Piera,Italy,750.0,12,201,Mousserande
Nr 70242,Guy Charlemagne,France,750.0,12,650,Mousserande
Nr 56898,A. Bergère,France,750.0,12,1061,Mousserande
Nr 56903,Fita Azul,Portugal,750.0,12,131,Mousserande
Nr 83531,Bouché,France,750.0,12,337,Mousserande
Nr 57223,Bersi Serlini,Italy,750.0,12.5,371,Mousserande
Nr 78877,Gaidoz-Forget,France,750.0,12,600,Mousserande
Nr 73394,Charles Fox,South Africa,750.0,12.5,280,Mousserande
Nr 75173,Piu Piu,Germany,750.0,12,270,Mousserande
Nr 76220,Pierre Mignon,France,750.0,12,525,Mousserande
Nr 79011,Borås 400 År Jubileums-Champagne,France,750.0,12,402,Mousserande
Nr 76387,Pierre Mignon,France,750.0,12,477,Mousserande
Nr 75795,Rémi Leroy,France,750.0,12.5,430,Mousserande
Nr 78715,Bergeronneau-Marion,France,750.0,12,350,Mousserande
Nr 74799,Frizzana Spumante,Italy,750.0,11,71,Mousserande
Nr 76992,Fernand Hutasse,France,750.0,12.5,1050,Mousserande
Nr 78129,Langham Corallian,UK,750.0,12,398,Mousserande
Nr 78341,8 Cento,Italy,750.0,11,126,Mousserande
Nr 77872,Alfred Gratien,France,750.0,12.5,831,Mousserande
Nr 73591,J.Charpentier,France,750.0,12,398,Mousserande
Nr 74612,Philippe Martin,France,750.0,12,411,Mousserande
Nr 77407,Demarie Luigi,Italy,750.0,13,201,Mousserande
Nr 71029,Robert Allait,France,750.0,12,330,Mousserande
Nr 79336,Delavenne,France,750.0,12.5,515,Mousserande
Nr 78676,Eric Rodez,France,750.0,12,633,Mousserande
Nr 80424,Bernard Doyard,France,750.0,12,361,Mousserande
Nr 84335,Michel Furdyna,France,750.0,12,676,Mousserande
Nr 81746,Dinamite Clay Powder,Portugal,750.0,12.5,201,Mousserande
Nr 83128,Dosnon,France,750.0,12,467,Mousserande
Nr 50062,Pierre Moncuit,France,750.0,12,881,Mousserande
Nr 50150,Meunier des Terres Amoureuses,France,750.0,12,481,Mousserande
Nr 50107,Herbert Beaufort,France,750.0,12,447,Mousserande
Nr 50238,Gosset,France,375.0,12,340,Mousserande
Nr 50466,Domaine Glinavos,Greece,750.0,12,180,Mousserande
Nr 50548,Romio Prosecco,Italy,750.0,11.5,117,Mousserande
Nr 50558,Guy Méa,France,750.0,12,440,Mousserande
Nr 50659,Jeio,Italy,750.0,11,161,Mousserande
Nr 50719,Qvid Brut,Italy,750.0,12,151,Mousserande
Nr 50780,Val d'Oca Prosecco Extra Dry,Italy,750.0,11,151,Mousserande
Nr 50944,The Illustrious,Greece,750.0,11.5,300,Mousserande
Nr 51269,Albert Brenot,France,750.0,12,181,Mousserande
Nr 51609,Prosecco Extra Dry,Italy,750.0,11,158,Mousserande
Nr 51685,Dal Maso,Italy,750.0,12.5,470,Mousserande
Nr 97702,AA AUS PetNat,Spain,750.0,12,181,Mousserande
Nr 51877,Stéphane Coquillette,France,750.0,12,451,Mousserande
Nr 51886,Régis Fliniaux,France,,12,1545,Mousserande
Nr 51919,Freixenet Prosecco,Italy,1500.0,11,252,Mousserande
Nr 51912,Asolo,Italy,750.0,11.5,250,Mousserande
Nr 52505,Champagne Comte de Perrey,France,750.0,12,251,Mousserande
Nr 52574,Shiki Miki,Austria,750.0,12.5,140,Mousserande
Nr 52845,Louis de Chatet,France,750.0,12,496,Mousserande
Nr 53250,Freixenet,Spain,3000.0,11.5,704,Mousserande
Nr 53310,Penfolds X Thiénot,France,750.0,12,571,Mousserande
Nr 53309,Orchestrale,France,750.0,12,361,Mousserande
Nr 53459,Enköping Champagne,France,750.0,12.5,427,Mousserande
Nr 53672,Champagne Ostron,France,750.0,12.5,361,Mousserande
Nr 53688,Charles Heidsieck,France,375.0,12,290,Mousserande
Nr 53777,Faucheron Gavroy,France,750.0,12,321,Mousserande
Nr 53814,Bayle-Carreau,France,750.0,13.5,191,Mousserande
Nr 53824,Gosset,France,1500.0,12,1602,Mousserande
Nr 54007,Dr. von Bassermann-Jordan,Germany,750.0,12.5,221,Mousserande
Nr 54077,Anthonij Rupert,South Africa,750.0,12.5,231,Mousserande
Nr 54079,Anthonij Rupert,South Africa,750.0,12.5,231,Mousserande
Nr 54185,Charles Heidsieck,France,750.0,12,631,Mousserande
Nr 54353,Michael Lenique,France,750.0,12,320,Mousserande
Nr 54390,Bellini Original Cocktail Cipriani,Italy,200.0,5.5,58,Mousserande
Nr 7602,Louis Roederer,France,6000.0,12,4809,Mousserande
Nr 74024,Harrow & Hope,UK,750.0,12,501,Mousserande
Nr 71794,Virginie Bergeronneau,France,750.0,12,381,Mousserande
Nr 72264,Champagne Mathieu-Gandon,France,750.0,12,366,Mousserande
Nr 75103,Bortolotti,Italy,750.0,11.5,180,Mousserande
Nr 78864,Laherte Frères,France,750.0,12.5,473,Mousserande
Nr 73969,Marteaux,France,750.0,12.5,401,Mousserande
Nr 73784,Bulles de Lisennes,France,750.0,12,181,Mousserande
Nr 76298,Chaléroux-Ghys,France,750.0,12,580,Mousserande
Nr 76768,Didier Rothier,France,750.0,12,341,Mousserande
Nr 78730,Pierre Mignon,France,750.0,12,400,Mousserande
Nr 78877,Gaidoz-Forget,France,750.0,12,600,Mousserande
Nr 54185,Charles Heidsieck,France,750.0,12,631,Mousserande
Nr 54353,Michael Lenique,France,750.0,12,320,Mousserande
Nr 54390,Bellini Original Cocktail Cipriani,Italy,200.0,5.5,58,Mousserande
Nr 54541,Lamborghini,Italy,750.0,11,698,Mousserande
Nr 54533,André Clouet,France,750.0,12,471,Mousserande
Nr 54570,Bandamatina,Italy,750.0,11.5,148,Mousserande
Nr 54585,Bell Cros,Spain,750.0,12,201,Mousserande
Nr 54604,Cuvée des Cèdres,France,750.0,12,447,Mousserande
Nr 54652,Robert Allait,France,750.0,12,320,Mousserande
Nr 54659,Ponte Rosso,Italy,750.0,12,164,Mousserande
Nr 54848,A. Bergère,France,750.0,12,610,Mousserande
Nr 54842,A. Bergère Champagne,France,750.0,12,581,Mousserande
Nr 54917,Demière,France,750.0,12.5,976,Mousserande
Nr 54913,Huot,France,750.0,12.5,383,Mousserande
Nr 54976,Jumeau-Delozanne,France,750.0,12,647,Mousserande
Nr 54994,Jumeau-Delozanne,France,750.0,12,517,Mousserande
Nr 54948,Bunan,France,750.0,12,220,Mousserande
Nr 55243,Roger Manceaux,France,750.0,12,551,Mousserande
Nr 55251,Roger Manceaux,France,750.0,12,330,Mousserande
Nr 55264,Michel Mailliard,France,750.0,12,590,Mousserande
